tissue,table,gene,hist,hist_max
uterus,raw,ENSG00000307102.1,/AAAAAAAAABBBAAAAAAAAABAAAAAAAAAAAAAAAAB,135
uterus,raw,ENSG00000307101.1,EAOOEb2JbtbW2y/2btbWkOEOEAEEEEAAAAEAAAAE,14
uterus,raw,ENSG00000307110.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000307108.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,152
uterus,raw,ENSG00000307107.1,/CBRNEEFEKEHDEFCDACBCABAAACAAABAAAAAAABB,58
uterus,raw,ENSG00000307106.1,/ABBBDBADAEBCCABBBABAAAAAAAAAAAAAAAABAAB,113
uterus,raw,ENSG00000307113.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAA,144
uterus,raw,ENSG00000307115.1,/AAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAA,146
uterus,raw,ENSG00000307105.1,/CENKGRNLIPGNLETEGIEGIAIEGGCEECAAACAACAE,33
uterus,raw,ENSG00000307104.1,/AAAAABABBBBACBABBBCCBCBBBCAAAAABAAABABB,117
uterus,raw,ENSG00000307112.1,/AAAABCAAAAAABBAAAAABAAAAAAAAAAAAAAAAAAA,130
uterus,raw,ENSG00000307114.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000307111.1,HHOVHOVAVVVqjc4qqx/jcxVxjqj4qjOjjVAHHHAH,9
uterus,raw,ENSG00000307109.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,151
uterus,raw,ENSG00000307103.1,FFKQQFVFQqlQll/lllaaqQKVglvFqQaFAAAAAAAK,12
uterus,raw,ENSG00000307116.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
vagina,raw,ENSG00000307102.1,/AAAAAAAABACAABBBCAAAAABAABAAABAAAAAAAAA,135
vagina,raw,ENSG00000307101.1,HHPPs0ws//h7lWETTELHHHHEEEHEAAAEAEAAAAAE,17
vagina,raw,ENSG00000307110.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
vagina,raw,ENSG00000307108.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,167
vagina,raw,ENSG00000307107.1,/DKUEIKKGCEIBCBDDEBCCBDBDCAAABBCAAAABAAC,57
vagina,raw,ENSG00000307106.1,/ABBBBAABBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,152
vagina,raw,ENSG00000307113.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,166
vagina,raw,ENSG00000307115.1,/AAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAABAAAA,162
vagina,raw,ENSG00000307105.1,/ADIHGKFDEDBBCABBABABBAABABAAAAAAAAAAAAB,86
vagina,raw,ENSG00000307104.1,/AAAABEEGFDHDDEBBBBCCABAAACAAAAAABAAABAB,91
vagina,raw,ENSG00000307112.1,/AAAAAAAAAAAAAAAABAABABAAAAAAAAAAAAAAAAA,154
vagina,raw,ENSG00000307114.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,168
vagina,raw,ENSG00000307111.1,EAAAEAESEOOJOgbttWWk6O/tybObbWkJJWJJAAEE,14
vagina,raw,ENSG00000307109.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,169
vagina,raw,ENSG00000307103.1,dKYKYYTKiiKKYsdidnT/dnsdKnTYKKKPAFFKFAAF,13
vagina,raw,ENSG00000307116.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
uterus,excluded_at_or_below_-1,ENSG00000307102.1,VAAA/V/qAVVAAAVAVAAqAAAAAAAAAAAAAAAAAAAq,3
uterus,excluded_at_or_below_-1,ENSG00000307101.1,EAOOEb2JbtbW2y/2btbWkOEOEAEEEEAAAAEAAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000307108.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
uterus,excluded_at_or_below_-1,ENSG00000307107.1,I3/IVZRZRiRINVNIAIEIAEAAAEEAAEAAAAAAAAEE,15
uterus,excluded_at_or_below_-1,ENSG00000307106.1,VKqqAK0K/VggAKVAKKKAAAAAAAAAAAAAAAAAKAAK,6
uterus,excluded_at_or_below_-1,ENSG00000307113.1,gAAAgAAAAgAAAAgAgAAAAgAAAAA/AAAAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000307115.1,/AAAAAAAAgAAAAAAAAAAAAgAAAgAAgAAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000307105.1,Ojqcc/qqxcVqqV/OVcOVcAVOOVOVHOAAAHAAAHAO,9
uterus,excluded_at_or_below_-1,ENSG00000307104.1,QAgQQgAAvgAgAQQQ/Q/AQQAvQAAAAAQAAAAAQAQQ,4
uterus,excluded_at_or_below_-1,ENSG00000307112.1,Qgg/QQQAAAgvAAQgAQQAAAAAAAAAAAAAAAAAAAAQ,4
uterus,excluded_at_or_below_-1,ENSG00000307111.1,HHOVHOVAVVVqjc4qqx/jcxVxjqj4qjOjjVAHHHAH,9
uterus,excluded_at_or_below_-1,ENSG00000307109.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000307103.1,RLXAdGLR/LXu/o0didduRGRX5uRddGdGAAAAAAAL,11
vagina,excluded_at_or_below_-1,ENSG00000307102.1,gQgvAQAvgAv/QQAQAAQQQQgQAAAgAAAAAAAAQAAQ,4
vagina,excluded_at_or_below_-1,ENSG00000307101.1,HHPPs0ws//h7lWETTELHHHHEEEHEAAAEAEAAAAAE,17
vagina,excluded_at_or_below_-1,ENSG00000307108.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/AA/,1
vagina,excluded_at_or_below_-1,ENSG00000307107.1,n/gIrgcMMQUIEMIIQEIIEEMIIEAAEAMAAAAAEAAI,16
vagina,excluded_at_or_below_-1,ENSG00000307106.1,/qqVVVqVVVAAAAAVAAAAVAAAAAAAAAAAAAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000307113.1,/AAAAAAAAAA/AAAAAAAA/AAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000307115.1,gAAAAAggAAgAAAAAAAAAAAAAAgAAAAAAA/AAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000307105.1,l0ql/lVgKVKFKAFKAKAQFAAFAAFAAAAAAAAAAAAF,12
vagina,excluded_at_or_below_-1,ENSG00000307104.1,g3nvvn/gY3gIQQIIgQAAIAAIQAAAAAAAIAAAAIAI,8
vagina,excluded_at_or_below_-1,ENSG00000307112.1,gA/AgAAAAg/AA/AA/gAAAAAAgAAAAgAgAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000307114.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000307111.1,EAAAEAESEOOJOgbttWWk6O/tybObbWkJJWJJAAEE,14
vagina,excluded_at_or_below_-1,ENSG00000307109.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,1
