tissue,table,gene,hist,hist_max
vagina,raw,ENSG00000251163.1,/AACFFFBDGDGEEBACCCACCCCCABBAAADBBABAABB,82
vagina,raw,ENSG00000251656.1,/AAAAAAAAAAAAABBAAABAAABAAABAAAAAAAAAAAA,154
vagina,raw,ENSG00000249516.1,/AAAAAAAAABABABAAAAABBAAAAAAAAAAAAAAAAAA,143
vagina,raw,ENSG00000270741.1,/AAAAAAAAABABAAAAAAAAAAAAAAAAAAAAAAAAAAA,158
vagina,raw,ENSG00000186314.12,GAAdAXdRXodioXoddudi0d/RL0ddXXdiLRARRLGG,11
vagina,raw,ENSG00000236105.1,/AAAAAAAABAAABABBAAAAAAABABAAAAAAAAAAAAA,140
vagina,raw,ENSG00000231108.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,163
vagina,raw,ENSG00000257336.1,/AADKKJCIIDJFDEBEEDDDDACCBABABAAAAABAAAB,66
vagina,raw,ENSG00000271242.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,169
vagina,raw,ENSG00000264907.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,167
vagina,raw,ENSG00000141391.14,GAGGgZmTgsZZmg/mT/55smsNN5sZNNmmZGTAGAAN,10
vagina,raw,ENSG00000101166.16,GLALAGXiXoXi//dRuudd505R/iXdddRALAGGGAAG,11
uterus,excluded_at_or_below_-1,ENSG00000230748.1,/AA/AAAAAAAAA/AAAAAAAA/AAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000226986.4,q6lq/qg6gaQQKKFKVQFFFFAQFAAKAAAAAAAAAFAF,12
uterus,excluded_at_or_below_-1,ENSG00000226226.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
uterus,excluded_at_or_below_-1,ENSG00000228305.2,OEWWO2otOyWo/S6gkSWOSOJEEJAAEAAAAAAAAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000251163.1,IQQ/nnQYIQggAYQIIIYAAAAAAIAAQAAAAAIAAAAI,8
uterus,excluded_at_or_below_-1,ENSG00000251656.1,ggg/gggA/AAAAAgAAAAAAgAAAAAAAAgAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000249516.1,qqVVVAAVVV/qVVVVVVVAAAAAAAAAAAAAAAAAAAAq,3
uterus,excluded_at_or_below_-1,ENSG00000270741.1,QQA/vggAQAAQAQAAAAAAAAAQAAAQAAAAAAAAAAAQ,4
uterus,excluded_at_or_below_-1,ENSG00000186314.12,EEAAEAJJOWgbtSgbWoWk/tgoSOSSJEEOEAEEOEAJ,14
uterus,excluded_at_or_below_-1,ENSG00000236105.1,VAAAVAV/AAAAVAAAAAAAAVAAAVVVAAVAAAAAAAAV,3
uterus,excluded_at_or_below_-1,ENSG00000231108.2,/AAAAAAA/AA/AAAAAAA/AAAAAAAAA/AAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000257336.1,VqV/qVqAAAVAAAAVAAAAAAAAAAAAAAAAAAAAAAAV,3
uterus,excluded_at_or_below_-1,ENSG00000271242.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000264907.1,/AAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000141391.14,GAAGNNNNT5mTsyZm/g/NNNgssssyZZZNNTZAAAGG,10
uterus,excluded_at_or_below_-1,ENSG00000101166.16,FFAFFFFsAKdPiYiiKdYTi/Ts/TYTdTAPTTAFFAAK,13
vagina,excluded_at_or_below_-1,ENSG00000230748.1,gAAAAAAAAAAAgAAAAAAAAAAAAA/AAAAAAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000226986.4,iRu0XX/ud0RRXRLLXXRLLGGdLLXAGLAGGLAAARGG,11
vagina,excluded_at_or_below_-1,ENSG00000226226.1,/AAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000228305.2,bJJOgoW6kWS/StybtWWbbOOJJAJEJJJAEAAEAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000251163.1,ng/nIgvvvgvQIAYQYAQQYAYIAQAAAAYQIAAIAAII,8
vagina,excluded_at_or_below_-1,ENSG00000251656.1,gAAAA/ggAAAA/AggAggAgAgggAAAAAAAAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000249516.1,qVVAVqVVqqqAVAAAA/qVVAAAVVAAAAAAAVAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000270741.1,gAAAA/g/gAggAAAAAAAAAAAgAAAAgAAAAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000186314.12,GAAdAXdRXodioXoddudi0d/RL0ddXXdiLRARRLGG,11
vagina,excluded_at_or_below_-1,ENSG00000236105.1,VAVqAVAqVVV/VVAqAAVVVVVVqVAVVAAAVAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000231108.2,gAAAAgAA/AAAAAAAAAAAAAAAAAAAAAAgAAAAgAAg,2
vagina,excluded_at_or_below_-1,ENSG00000257336.1,/44xOqxjx4OVOOcVVVVHOOHHHAHAHAAAAAAHAAAH,9
vagina,excluded_at_or_below_-1,ENSG00000271242.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000264907.1,/AAAAAA/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000141391.14,GAGGgZmTgsZZmg/mT/55smsNN5sZNNmmZGTAGAAN,10
vagina,excluded_at_or_below_-1,ENSG00000101166.16,GLALAGXiXoXi//dRuudd505R/iXdddRALAGGGAAG,11
