tissue,table,gene,hist,hist_max
vagina,excluded_at_or_below_-1,ENSG00000058453.17,FAPAAdKAKATPYYTTsnn/6nwYP1nnnPKYFPPAFAFF,13
vagina,excluded_at_or_below_-1,ENSG00000227684.3,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000186543.7,gAgvv/ggQg/QAAAAAAAQAAAAAAAAAAAAAAQAAAAQ,4
vagina,excluded_at_or_below_-1,ENSG00000143536.7,cYcYQQQQMIAIEIEEIEAQAIQEEAIEIIQcgUjc77/Y,16
vagina,excluded_at_or_below_-1,ENSG00000223603.1,/AAA/AA/AAA/AAAAAAAAAAAAAAAAAA/AAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000132693.12,/yrYUaPJLCEEECAAAAAAAAAAAAAAAAAAAAAAAAAC,34
vagina,excluded_at_or_below_-1,ENSG00000226321.6,g/qqlitVYSININFADAFFFFADADAAAAAAAAAAAAAF,24
vagina,excluded_at_or_below_-1,ENSG00000214960.11,HEAHHHVOAEOOOjgYgmYgYY/EYVKSYHHOHEHAEAAE,18
vagina,excluded_at_or_below_-1,ENSG00000229688.9,i3//uiimdVddRRRIIIENNAANINAEAAEAAAAAAAAE,15
vagina,excluded_at_or_below_-1,ENSG00000005469.12,FKAKAFAaKaVaVKaaaQgKQlvvq00q/qaVgVQKFAAK,12
vagina,excluded_at_or_below_-1,ENSG00000095713.14,UUXKkhbkb/euroXUUNADDADDHDDADAAAAAAAAAAD,19
vagina,excluded_at_or_below_-1,ENSG00000109943.9,2kg/yytgoSoOWtOOJWSJOOOAAOASJAEAAOAEAEEJ,14
vagina,excluded_at_or_below_-1,ENSG00000225769.1,555/iXidXGRGGLALGLAAAAAAAGAAGAGAAAAGAAAG,11
