tissue,table,gene,hist,hist_max
vagina,raw,ENSG00000222460.1,/AAGKPHKEEHHVGKGBKEGGBGGDGDBDDDBAABBAABD,43
vagina,raw,ENSG00000252633.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
uterus,excluded_at_or_below_-1,ENSG00000223229.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000222069.1,b2//tbbJbbbJJSAAJbSAAAASJJAJAAAAAAJAAAAJ,7
uterus,excluded_at_or_below_-1,ENSG00000222404.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
uterus,excluded_at_or_below_-1,ENSG00000253006.1,vAQv/QvAgAAAAAQAQAAAAAAAAQAAAAAAAAAAQQAQ,4
uterus,excluded_at_or_below_-1,ENSG00000201496.1,Jt/yEttkJbOJgEWJSOSESEESEJJAAAAEAEEAAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000201066.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000223324.1,In/gnnnYngvQIInQQYIAQYYgAAAIQAAIIAAAAAAQ,8
uterus,excluded_at_or_below_-1,ENSG00000222460.1,i0uLRXouuoXLd/LdiRLARRALGLGAAAAAGAAAAAAG,11
vagina,excluded_at_or_below_-1,ENSG00000223229.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000222069.1,0q/V00VqVKVVgVAAAAAKAAKVAKAKKAAAAAAAKAAK,6
vagina,excluded_at_or_below_-1,ENSG00000222404.1,kttSb2AbSJS/kkSkAbbSJJSJAJASJAJbSAJAAAJJ,7
vagina,excluded_at_or_below_-1,ENSG00000253006.1,gg/VVqKKAKKKVAKAKKAKAAAAAAAAAAAAAAAAAAAK,6
vagina,excluded_at_or_below_-1,ENSG00000222934.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000201496.1,ktS/bbWbSSWEOSSSOWJWAAJOOJAAAEAEEAAAAEAE,14
vagina,excluded_at_or_below_-1,ENSG00000252704.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000201066.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000223324.1,vn/Qgggg3QAgAgAIQAAIIIAAAAAAAAAAAAIAAAAI,8
vagina,excluded_at_or_below_-1,ENSG00000223315.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000222460.1,SbtJoWJSSW/SWSEgJOSOJJSOOJEJEEOAAAEEAAEJ,14
