tissue,table,gene,hist,hist_max
uterus,raw,ENSG00000134375.11,LAGLRGRRioiioouodRR5uG/ddLoiidARGGAGAAAG,11
uterus,raw,ENSG00000251206.1,/AAADGIKDCECGDDDDCDDDABACDBCCBABBABBABAB,67
uterus,raw,ENSG00000145850.9,/DKOXPJEJGIEFBBFADBBADAAADAAAADAAAAAAAAB,50
uterus,raw,ENSG00000265354.4,FAAAAAAAAAAKFFQgKqVaqq0q/0lV00QqaKKaKQFK,12
uterus,raw,ENSG00000204152.14,DAAAAAAAAAAAAADAHAKHKUhee/81rRuURNKHDAAD,19
uterus,raw,ENSG00000178440.9,FAAAFAAAFPTYYTKPdYTiTiY/Y6idd1idKPPFAFFK,13
uterus,raw,ENSG00000132286.12,FFAAAFFFFFFKPPPPFTss/ii/isYddddTiYPKFAAF,13
uterus,raw,ENSG00000134809.9,IAEEAIARIVZVRNim/ZVqqdZRqZNIINEIIIIEAAEE,15
uterus,raw,ENSG00000256756.1,/AAAAAAAAAAAABAAABAAAAAAAAAAAAAAAAAAAAAA,144
uterus,raw,ENSG00000111602.12,FFKFTYKFTTP1nn1s/dd1sYdKAYYKAAAYFAAAFAAF,13
uterus,raw,ENSG00000177370.5,EAAAAIEAEEIAIVRVdyZd/ymm7VmdZERAEAIAEEAE,15
uterus,raw,ENSG00000249406.4,GAAdARLLoudRioo0/iouoXoXiiLRGGALLRLGLAGL,11
uterus,raw,ENSG00000075336.12,FAAAAFAAAFAKAFPTPK1Twd/6/ddniYTsTPPTTFFF,13
uterus,raw,ENSG00000099800.8,GAAAAXAddXR//iuiou5uioudRLRiXLRRGLAAAAAG,11
uterus,raw,ENSG00000142444.7,GAGGGGGGLAARXdoX5XdouuX/Xu5RidXdXLRdLLAG,11
uterus,raw,ENSG00000126768.13,GAGGLXRGdRoLRouoo/0o0RXi0uddGLXLLAAGGGAG,11
vagina,raw,ENSG00000134375.11,EAAAAEAAEERNVNRIZdi3yyy/ididVdZINEIAIEAE,15
vagina,raw,ENSG00000251206.1,/ABGHEDDEDEFBDBDBBABBBAAAAABAAAAAAAAAAAB,91
vagina,raw,ENSG00000145850.9,/QuQQeOGJIIJJCCCADCCACCCAAAAAAAAAAAAAAAC,40
vagina,raw,ENSG00000265354.4,DDAAAAAAAADKNRHRDUebkRhe/XrheRUNKNDKDHDD,19
vagina,raw,ENSG00000204152.14,EAAAEEAEEAAOESJWoy66t/tk6ytgWSSWEEAAAAAE,14
vagina,raw,ENSG00000178440.9,NAAANGGTNTZgsmy5///y5sgZmZymZNZZgTGNNNAG,10
vagina,raw,ENSG00000132286.12,JAAOJJOJOkOWbSJS/kbgbgWoOESgggbWJWSOEEAO,14
vagina,raw,ENSG00000134809.9,KFAQAAFFQAagagaqg/l/qvglvgglaaQaQAKFQAFF,12
vagina,raw,ENSG00000256756.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,163
vagina,raw,ENSG00000111602.12,FAFFQKFVQgVQllgaq/VqqQllqqQl0aQFVKKKAQAF,12
vagina,raw,ENSG00000177370.5,EAAAAAAEAAEALPLHWLPHllh/hlWTh4lWWWeHEAAE,17
vagina,raw,ENSG00000249406.4,mdiqqyZ/VumuZNdNNiEVRVEIEEAAIAAEAIAAAAEE,15
vagina,raw,ENSG00000075336.12,IIEEEIAENAAIVqZZqiZVy/uidZiRVNRIRIINEEAE,15
vagina,raw,ENSG00000099800.8,KAFAKFATKPAYFswnwin6w61Y/KTiFYYKFKPAAAFF,13
vagina,raw,ENSG00000142444.7,EJAAJJJWJJbgk6oSy2/goStoSJbOJOJAEEAJEEAE,14
vagina,raw,ENSG00000126768.13,EAAAAEIIEdNVVdNNmuRVi/Z7m7ViRRNVNAAAEEAE,15
uterus,excluded_at_or_below_-1,ENSG00000134375.11,LAGLRGRRioiioouodRR5uG/ddLoiidARGGAGAAAG,11
uterus,excluded_at_or_below_-1,ENSG00000251206.1,Vxx/cVOOVjVVVOHcOVOHAAOOHOVAHAHHAHAHHAAH,9
uterus,excluded_at_or_below_-1,ENSG00000145850.9,gV/xcSOOVVKKEEOAKAEAHAAAHAAAAEEAAAAAAAAE,18
uterus,excluded_at_or_below_-1,ENSG00000265354.4,FAAAAAAAAAAKFFQgKqVaqq0q/0lV00QqaKKaKQFK,12
uterus,excluded_at_or_below_-1,ENSG00000204152.14,DAAAAAAAAAAAAADAHAKHKUhee/81rRuURNKHDAAD,19
uterus,excluded_at_or_below_-1,ENSG00000178440.9,FAAAAVKQlVKKQVlAqaVag/V0gqag0gaKKVAFAKFF,12
uterus,excluded_at_or_below_-1,ENSG00000132286.12,FFAAAFFFFFFKPPPPFTss/ii/isYddddTiYPKFAAF,13
uterus,excluded_at_or_below_-1,ENSG00000134809.9,IAEEAIARIVZVRNim/ZVqqdZRqZNIINEIIIIEAAEE,15
uterus,excluded_at_or_below_-1,ENSG00000256756.1,gAg/AAAAggAAAgAAAAAAgAAAAAAAAAAAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000111602.12,FFKFTYKFTTP1nn1s/dd1sYdKAYYKAAAYFAAAFAAF,13
