tissue,table,gene,hist,hist_max
uterus,excluded_at_or_below_-1,ENSG00000177370.5,EAAAAIEAEEIAIVRVdyZd/ymm7VmdZERAEAIAEEAE,15
uterus,excluded_at_or_below_-1,ENSG00000249406.4,GAAdARLLoudRioo0/iouoXoXiiLRGGALLRLGLAGL,11
uterus,excluded_at_or_below_-1,ENSG00000075336.12,FAAAAFAAAFAKAFPTPK1Twd/6/ddniYTsTPPTTFFF,13
uterus,excluded_at_or_below_-1,ENSG00000099800.8,GAAAAXAddXR//iuiou5uioudRLRiXLRRGLAAAAAG,11
uterus,excluded_at_or_below_-1,ENSG00000142444.7,GAGGGGGGLAARXdoX5XdouuX/Xu5RidXdXLRdLLAG,11
uterus,excluded_at_or_below_-1,ENSG00000126768.13,GAGGLXRGdRoLRouoo/0o0RXi0uddGLXLLAAGGGAG,11
vagina,excluded_at_or_below_-1,ENSG00000134375.11,EAAAAEAAEERNVNRIZdi3yyy/ididVdZINEIAIEAE,15
vagina,excluded_at_or_below_-1,ENSG00000251206.1,g/agVQvQagFQQQQFFFFFAAAAAAFAAAAAAAAAAAAF,12
vagina,excluded_at_or_below_-1,ENSG00000145850.9,b/UWrSLJQLLQCCCACEACACCCAAAAAAAAAAAAAAAC,28
vagina,excluded_at_or_below_-1,ENSG00000265354.4,DDAAAAAAAADKNRHRDUebkRhe/XrheRUNKNDKDHDD,19
vagina,excluded_at_or_below_-1,ENSG00000204152.14,EAAAEEAEEAAOESJWoy66t/tk6ytgWSSWEEAAAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000178440.9,NGGTNNgZmggm5y5/yg5sZTgggsTTZTTZTNNATGAG,10
vagina,excluded_at_or_below_-1,ENSG00000132286.12,JAAOJJOJOkOWbSJS/kbgbgWoOESgggbWJWSOEEAO,14
vagina,excluded_at_or_below_-1,ENSG00000134809.9,KFAQAAFFQAagagaqg/l/qvglvgglaaQaQAKFQAFF,12
vagina,excluded_at_or_below_-1,ENSG00000256756.1,///AA/AAAA/AAAAAAAAAAAAAAAAAA/AAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000111602.12,FAFFQKFVQgVQllgaq/VqqQllqqQl0aQFVKKKAQAF,12
vagina,excluded_at_or_below_-1,ENSG00000177370.5,EAAAAAAEAAEALPLHWLPHllh/hlWTh4lWWWeHEAAE,17
vagina,excluded_at_or_below_-1,ENSG00000249406.4,gtbk6yg/kgtoWSkESgEbWOEJEEAAJAEAAJAAAAEE,14
vagina,excluded_at_or_below_-1,ENSG00000075336.12,IIEEEIAENAAIVqZZqiZVy/uidZiRVNRIRIINEEAE,15
vagina,excluded_at_or_below_-1,ENSG00000099800.8,KAFAKFATKPAYFswnwin6w61Y/KTiFYYKFKPAAAFF,13
vagina,excluded_at_or_below_-1,ENSG00000142444.7,EJAAJJJWJJbgk6oSy2/goStoSJbOJOJAEEAJEEAE,14
vagina,excluded_at_or_below_-1,ENSG00000126768.13,EAAAAEIIEdNVVdNNmuRVi/Z7m7ViRRNVNAAAEEAE,15
