tissue,table,gene,hist,hist_max
vagina,excluded_at_or_below_-1,ENSG00000264706.2,/AAA/AAAAAAAAAAAA/AAAAAAAAAA/AAAAAAAA/A/,1
vagina,excluded_at_or_below_-1,ENSG00000242201.3,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000244194.3,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000264391.2,tJbktAJS/JbSAJAJJJAAJAJAAAAAAAAAJAAAAAAJ,7
vagina,excluded_at_or_below_-1,ENSG00000239472.3,ygsZT/NNmNgZTNNANAAGGGAGGAAGAGAAAAGAAAAG,10
vagina,excluded_at_or_below_-1,ENSG00000266467.2,tkt/2tbSSJSJbAkJSAAJSJSAAASSJAAAAJAAAAJJ,7
vagina,excluded_at_or_below_-1,ENSG00000240202.3,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000239820.3,la6aVVQava/qg6vKalgVVKFKQFQFAAAQAFAAAAAK,12
vagina,excluded_at_or_below_-1,ENSG00000242066.3,gg/AAgA/AAggAggAAgAAAAgAAAAAAAAAgAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000265386.2,bSktbbS/JASJSJJJSbbJAJAAAAJJAAbAAJAAAAJJ,7
vagina,excluded_at_or_below_-1,ENSG00000242251.3,VA//qAAqAqVVVAVVVVVAAAAAAAAAVAAAAAAAAAAV,3
