tissue,table,gene,hist,hist_max
uterus,excluded_at_or_below_-1,ENSG00000242748.1,nQIInvnYgQY3YvvnYYgg3//nIYnYYYQgQIIQIIAI,8
uterus,excluded_at_or_below_-1,ENSG00000234135.2,qVjHqc4Vcj/HH4H4VOOHVOcVHVOOVHOAHHHOHOHH,9
vagina,excluded_at_or_below_-1,ENSG00000224980.1,JbSbb/bASJSJSJJAbSAJSSASJbJSJAbASJAAAJAJ,7
vagina,excluded_at_or_below_-1,ENSG00000237450.5,VAVVVVVVVA/AAVVAAAVAVAAAAAAAAAAAAAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000241582.1,/AAAAAA//AAAAAAA/A/AAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000241052.1,qVAVA/VqA/qAAAVqAAqqVqAVVVAAAAAAVAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000262959.2,Yq/cKgKcEVEKHOOOHOKEHEEEHHKEEAAEEEAEAAAE,18
vagina,excluded_at_or_below_-1,ENSG00000239840.1,/AAAAAAAAAAAA/AAA/AA/AA/AAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000244283.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000240125.1,jxj/4VqVccjqccccHVVOVVHOHVOAAAOAAAOAAAAH,9
vagina,excluded_at_or_below_-1,ENSG00000227694.1,gg6/gWyyoobWgbbSSAAOAJOJAEAEAAAEAAAAAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000267301.1,msm/mZg5GgTNNZNNNAAGAGGGAGAAGAAAAGAAAAAG,10
vagina,excluded_at_or_below_-1,ENSG00000269244.1,NAZNmZZNNAN/yZZNAAANZAAAAAAAAANNAAAAAAAN,5
vagina,excluded_at_or_below_-1,ENSG00000213035.4,QQIIgvQQn/YQIYQIAAAAAIAQAYAQAAIAAAAAQIAI,8
vagina,excluded_at_or_below_-1,ENSG00000242748.1,my/ygs/ysmmymZyZmTNGTNNGTTNGGGGAAAAGAAAG,10
vagina,excluded_at_or_below_-1,ENSG00000234135.2,s/ssZg/sT5GG5TNgsGGGGTAGGNGGNTGNGGGAGNAN,10
