tissue,table,gene,hist,hist_max
uterus,excluded_at_or_below_-1,ENSG00000286951.1,PTFw/niTKPKFFAKKAAFAFAFAAAAAAAAAAAAAAAAF,13
uterus,excluded_at_or_below_-1,ENSG00000286959.2,s5/ygysgmm/NTyTTGNANGNAZNTTGNAGGNAANAAAG,10
uterus,excluded_at_or_below_-1,ENSG00000286960.1,KAqVKqg/VAVVKAAAAKVAAAAAAAAKAAAKAAAAAAAK,6
uterus,excluded_at_or_below_-1,ENSG00000286948.1,S/bgJWgSWJbbWWSOOkOJAAEJEOAEJEAEAEAAEAEE,14
uterus,excluded_at_or_below_-1,ENSG00000286950.1,KKgVVgKgq0/KgKAAAAVAKKKAKAKAAAAAAAAAAAAK,6
uterus,excluded_at_or_below_-1,ENSG00000286947.1,Wgb/6WJbOSJEJAAAAAEAAAAAAAAAAAAAAAAAAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000286957.2,2/6b/toggWWWEWOJJJJJEOOAEEAEEAEEAAAAAAEE,14
vagina,excluded_at_or_below_-1,ENSG00000286952.1,b2yW2t/g6oSbobWWOOSEJSESEAAAEAAAAAAAAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000286956.1,/gAAgAAAAAAAAAAAgAAAAgAAAAAAAAAgA/gggAAg,2
vagina,excluded_at_or_below_-1,ENSG00000286961.2,VAAAAVAAAAVq/AAAAAVAAAAVAAAAAAAAVAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000286953.1,gAAA/AQAAAQAAQAAAAAAAAAAAAAAAAAAAAAAAAAQ,4
vagina,excluded_at_or_below_-1,ENSG00000286954.1,mW/vZNNQZNNJGDGGDAADDGAAAAADAAAAAADDDAAD,20
vagina,excluded_at_or_below_-1,ENSG00000286946.1,/gAg/AgAA/AAggAAgAAAAgA/AAAAAAAAAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000286955.1,V/V/VAqVqVqVqVVAAVAqVVAAAVVqAAAVAVAAAAAq,3
vagina,excluded_at_or_below_-1,ENSG00000286945.2,gAgAggAAAA/Ag/gAAgAAAAAAAAAAAAAgAAAggAAg,2
vagina,excluded_at_or_below_-1,ENSG00000286958.2,g//IIAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAI,8
vagina,excluded_at_or_below_-1,ENSG00000286951.1,ux/gYYVYVOOYOYHHEHHKEEHHAAAAAAEAAAAAAAAE,18
vagina,excluded_at_or_below_-1,ENSG00000286959.2,rrY/ncQgUUQQIAUAAEMAIAAEEAAIAEEEAAEAAAAE,16
vagina,excluded_at_or_below_-1,ENSG00000286960.1,VVAAV/VAAVVAAAAVAAAVAAAAAAAVAAAAAAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000286948.1,r/korkbbXNKHHUKKAADHAADADAAAAAAAAAAAAAAD,19
vagina,excluded_at_or_below_-1,ENSG00000286950.1,VVKVqVgqggVq/AKAAVAAAVAAAAKKAAAAAAAAAAAK,6
vagina,excluded_at_or_below_-1,ENSG00000286947.1,iXdiRi/dLGLGGGRAXGXLGGGAGAGGAAAGAGAALAAL,11
