tissue,table,gene,hist,hist_max
uterus,raw,ENSG00000142224.18,/hQSIECBBABAAABAAABAAAAAAAAAAAAABAAAAAAB,64
uterus,raw,ENSG00000115590.14,WbWgbWyW/ttobW2yJJkOJJEJEAEAAAEAAAAAAAAE,14
uterus,raw,ENSG00000115594.12,GLLALRLiLdRXiudododduu/uiiLdRdXARAGAGAGG,11
uterus,raw,ENSG00000226925.2,/KXVLVPRNILGIGLEKICGEAEGAAAAAAACCAAAAAAC,33
uterus,raw,ENSG00000115604.12,LGALRXdLRRXuiX50/0ouioiidRXXdLGAAAGGAAAG,11
uterus,raw,ENSG00000115607.10,JOSObbbog/kogggWSWgEgOJWEEEAEEAEJJEJEAAJ,14
uterus,raw,ENSG00000115008.6,/DGFGFDCBBBAAAAABAAAAAAABBAAAABAAAAAAAAB,97
uterus,raw,ENSG00000125538.12,1wy/chcSIDDFANFDFAFIDAADDAAAAAAAAAAAAAAD,25
uterus,raw,ENSG00000136697.13,/AAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAA,143
uterus,raw,ENSG00000163701.19,FAKKKQVVaKgKgl/valaVgQlQa0gVKVKFFVAKKAFK,12
uterus,raw,ENSG00000163702.21,FFAAFAAPTdKnYnPnsnndwK6/sdPnKKPAAAAFAAAF,13
uterus,raw,ENSG00000144730.19,GAAAAAANGNTNTTZZgg5NTggyy/5mssZZgmTmsTAG,10
uterus,raw,ENSG00000196083.11,FAFAKKAFKTYdwYYwY/snw6nsYKKTPAPAKAKAAFAF,13
uterus,raw,ENSG00000137496.19,NZGNgZggsZgg5mgZNyZsZm/symTTZTGGAGAAAGAG,10
uterus,raw,ENSG00000150782.13,GAAGLRARGGiLLdXiuXiXd/5uouiXLdLidRGXRGGL,11
uterus,raw,ENSG00000188263.11,K/4r1yoNhXNNHNAKHUDHDDADAHHDAAAAAAAAAAAD,19
vagina,raw,ENSG00000142224.18,/JHCBCCBBABAAAAAABABAAAAAABAABAAAAAAABAB,119
vagina,raw,ENSG00000115590.14,JOEJJEJSOSSESbSSESESEbWWogWoOOW/SykWWWEJ,14
vagina,raw,ENSG00000115594.12,OAHAVHVcjOcqqqqc4/qx//4jq44VxOcVcOcVAHAH,9
vagina,raw,ENSG00000226925.2,/zng3/7vjMcQYYYMIMQQEEQAEEAAAAAAAAAAAAAE,16
vagina,raw,ENSG00000115604.12,FFFYPPFiTnw1wns/YsYwinsFPPKTTATAAAAAAAAF,13
vagina,raw,ENSG00000115607.10,FAFQQKa0glq0lq/0VvlqaVKl0KKQFQFFFQFFAAAK,12
vagina,raw,ENSG00000115008.6,/VMNNCGFGCFGGJGFEBCCCBEAABABAAAAAAAAAAAB,54
vagina,raw,ENSG00000125538.12,UXy/hrycNcPNIFDKFIAAAFAAAAAADDAAAAAAAAAD,25
vagina,raw,ENSG00000136697.13,/EHHCHFBCECDCBBDBBBBABABBBBBAABBAAAAAAAB,85
vagina,raw,ENSG00000163701.19,LGGGAAAARLdXiRRddd0iddd5/55i55uXRRLLGLAL,11
vagina,raw,ENSG00000163702.21,EAEEAAAAREIEEIRNNiiimRZVddy/ddiZVdRRNARI,15
vagina,raw,ENSG00000144730.19,TTGGTZNGmNmmZg/5gZsNsgGgsmT5gTsgggAmNNGN,10
vagina,raw,ENSG00000196083.11,IRVANRIZVRZNVRZiNNVudd/ZVuZIEVERNNEAIEAE,15
vagina,raw,ENSG00000137496.19,IEEEEEINRNIqmRm/mquq3Z3ZVdVAREAAAAEAAAAE,15
vagina,raw,ENSG00000150782.13,EAAAAEAAALALLHPPTLEWTeHHaaWPWhTaheh/aaTP,17
vagina,raw,ENSG00000188263.11,0gq6/ndgFNNSIIFFAAFDAFAFAAADAAAAAAAAAAAD,24
uterus,excluded_at_or_below_-1,ENSG00000142224.18,/zeYMEGACCAAACAAAACAAAAAAAAAAAAACAAAAAAC,32
uterus,excluded_at_or_below_-1,ENSG00000115590.14,WbWgbWyW/ttobW2yJJkOJJEJEAEAAAEAAAAAAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000115594.12,GLLALRLiLdRXiudododduu/uiiLdRdXARAGAGAGG,11
uterus,excluded_at_or_below_-1,ENSG00000226925.2,n/YggjgUQUMQMYIUQEMIAIMAAAAAAAAIAAAAAAAE,16
uterus,excluded_at_or_below_-1,ENSG00000115604.12,LGALRXdLRRXuiX50/0ouioiidRXXdLGAAAGGAAAG,11
uterus,excluded_at_or_below_-1,ENSG00000115607.10,JOSObbbog/kogggWSWgEgOJWEEEAEEAEJJEJEAAJ,14
uterus,excluded_at_or_below_-1,ENSG00000115008.6,iuu/iiGRGGAAAAAGAAAAAAAAGGAAAALAAAAAAAAG,11
uterus,excluded_at_or_below_-1,ENSG00000125538.12,/582nneMJDDGGMDDGAGJDADADAAAAAAAAAAAAAAD,21
