tissue,table,gene,hist,hist_max
uterus,excluded_at_or_below_-1,ENSG00000136697.13,/AAAAAAAA/A/AA/AAA///AAAAAAAAAA/AAA/AAA/,1
uterus,excluded_at_or_below_-1,ENSG00000163701.19,FAKKKQVVaKgKgl/valaVgQlQa0gVKVKFFVAKKAFK,12
uterus,excluded_at_or_below_-1,ENSG00000163702.21,FFAAFAAPTdKnYnPnsnndwK6/sdPnKKPAAAAFAAAF,13
uterus,excluded_at_or_below_-1,ENSG00000144730.19,GAAAAAANGNTNTTZZgg5NTggyy/5mssZZgmTmsTAG,10
uterus,excluded_at_or_below_-1,ENSG00000196083.11,FAFAKKAFKTYdwYYwY/snw6nsYKKTPAPAKAKAAFAF,13
uterus,excluded_at_or_below_-1,ENSG00000137496.19,NZGNgZggsZgg5mgZNyZsZm/symTTZTGGAGAAAGAG,10
uterus,excluded_at_or_below_-1,ENSG00000150782.13,GAAGLRARGGiLLdXiuXiXd/5uouiXLdLidRGXRGGL,11
uterus,excluded_at_or_below_-1,ENSG00000188263.11,V/4/0xgOuHSOEOASESEHHAAEEEHEAAAAAAAAAAAE,18
vagina,excluded_at_or_below_-1,ENSG00000142224.18,/MHDBCCBBABAAAAABAABAAAAAABAABAAAAAAABAB,89
vagina,excluded_at_or_below_-1,ENSG00000115590.14,JOEJJEJSOSSESbSSESESEbWWogWoOOW/SykWWWEJ,14
vagina,excluded_at_or_below_-1,ENSG00000115594.12,OAHAVHVcjOcqqqqc4/qx//4jq44VxOcVcOcVAHAH,9
vagina,excluded_at_or_below_-1,ENSG00000226925.2,zng3/7nnQcMUcUQMIIUIIIIEEAAAAAAAAAAAAAAE,16
vagina,excluded_at_or_below_-1,ENSG00000115604.12,FFFYPPFiTnw1wns/YsYwinsFPPKTTATAAAAAAAAF,13
vagina,excluded_at_or_below_-1,ENSG00000115607.10,FAFQQKa0glq0lq/0VvlqaVKl0KKQFQFFFQFFAAAK,12
vagina,excluded_at_or_below_-1,ENSG00000115008.6,/vXaVFMJOCJMOQMJHCHCFCHAACACAAAAAAAAAAAC,27
vagina,excluded_at_or_below_-1,ENSG00000125538.12,Sa/3qn0SSgINIDIFFIAADDAAAAAAFAAAAAAAAAAD,24
vagina,excluded_at_or_below_-1,ENSG00000136697.13,d/oR0oGRdRLdLGXRGGAGGAGGGGLAAALGAAAAAAAG,11
vagina,excluded_at_or_below_-1,ENSG00000163701.19,LGGGAAAARLdXiRRddd0iddd5/55i55uXRRLLGLAL,11
vagina,excluded_at_or_below_-1,ENSG00000163702.21,EAEEAAAAREIEEIRNNiiimRZVddy/ddiZVdRRNARI,15
vagina,excluded_at_or_below_-1,ENSG00000144730.19,TTGGTZNGmNmmZg/5gZsNsgGgsmT5gTsgggAmNNGN,10
vagina,excluded_at_or_below_-1,ENSG00000196083.11,IRVANRIZVRZNVRZiNNVudd/ZVuZIEVERNNEAIEAE,15
vagina,excluded_at_or_below_-1,ENSG00000137496.19,IEEEEEINRNIqmRm/mquq3Z3ZVdVAREAAAAEAAAAE,15
vagina,excluded_at_or_below_-1,ENSG00000150782.13,EAAAAEAAALALLHPPTLEWTeHHaaWPWhTaheh/aaTP,17
vagina,excluded_at_or_below_-1,ENSG00000188263.11,eo/o6ecSFUFSKIDFADFAAFAFAAADAAAAAAAAAAAD,25
