tissue,table,gene,hist,hist_max
vagina,raw,ENSG00000266074.11,GGNNTZmAgTAmsNg5ymmmyGmggN/smgTsyTNTNTGG,10
vagina,raw,ENSG00000175730.8,YKFPTiYwTY//n6dnsidsAiYPPTKKAAKFFFAFAAAF,13
vagina,raw,ENSG00000128298.18,KQKKVFalgq60vl/0/KagqaQQqQQVKAAFAAQAAKAF,12
uterus,excluded_at_or_below_-1,ENSG00000274840.6,VA/AAKKAgVKKKAVKAKAAAKAAAAAAAAAAVKAAAAAK,6
uterus,excluded_at_or_below_-1,ENSG00000030110.14,EAAEAEEAEEJJJESOSSgObo/okobtgkWOSObOJEAJ,14
uterus,excluded_at_or_below_-1,ENSG00000006453.14,FAFFAAaAQQgalla0/aq00lagQlVFQaFFQKQAAAKF,12
uterus,excluded_at_or_below_-1,ENSG00000278910.6,VA0KKgAAVgA/KqKVVAgVKKgKKKAKAAKAAAAAAAAV,6
uterus,excluded_at_or_below_-1,ENSG00000095739.11,FAFFFAVAVlaggaQv/vvqgKgFgVaVgQgKKKAQKAFF,12
uterus,excluded_at_or_below_-1,ENSG00000230306.1,6/gQgllKVv0qaVQQQVQgKaVKQKFFFFFAAFAFFAAF,12
uterus,excluded_at_or_below_-1,ENSG00000175334.8,EAAAAEHSEHAKjqc0/gmOYYVOVVKOAHAHEEEAAAAE,18
uterus,excluded_at_or_below_-1,ENSG00000258531.2,l/TThWLaAeLHHAHHELAEAAHAEAAAAAAAAAAAAAAE,17
uterus,excluded_at_or_below_-1,ENSG00000140320.12,KAAAFQAaFQKAavqVag6VglQa0Q/alaaQQKQFFFFF,12
uterus,excluded_at_or_below_-1,ENSG00000007516.15,FKKPddwid/wis1YYdTsPPYdPKFTAAAAAFAAKAAAF,13
uterus,excluded_at_or_below_-1,ENSG00000226137.6,NAGGNNNGNTTZN5sNT5s5sgN55gsg/GGZgNGANTNN,10
uterus,excluded_at_or_below_-1,ENSG00000175866.16,EENIIRZZVN/did37VRZiNRNVVIIENIAAAEAAAAEE,15
uterus,excluded_at_or_below_-1,ENSG00000266074.11,LAAXALRGGRdi0Giu/iuoodu05LddRXARRGLGAAGG,11
uterus,excluded_at_or_below_-1,ENSG00000175730.8,FAAFFKaKQQQagl0l/gqQVqavlVaaKVKaKFFAFAFF,12
uterus,excluded_at_or_below_-1,ENSG00000128298.18,GGLRGXid0iu/5u50ou0ouRoXLGGAAGAAAAAAAAAG,11
vagina,excluded_at_or_below_-1,ENSG00000274840.6,/qQVFVFAFAKFAAAAAAFFAKAAAFAAFAAAAAAAAAAF,12
vagina,excluded_at_or_below_-1,ENSG00000030110.14,EAAAAEHAAPLP00l/s7whhPaWTWTHEAEAHAEAAAAE,17
vagina,excluded_at_or_below_-1,ENSG00000006453.14,cHESOHKKAKKAAAKHEOHYKYmOj/4cmjOOOAOEAAEE,18
vagina,excluded_at_or_below_-1,ENSG00000278910.6,gqKV/VgKgKVAAAAAAgVAKAAAAKAAAAAAAAAAAAAV,6
vagina,excluded_at_or_below_-1,ENSG00000095739.11,FAFKAFVaaggvlVqa6gq/6qvKlF0qVFKQAAAFAFAF,12
vagina,excluded_at_or_below_-1,ENSG00000230306.1,o0iGioiLd5/id0dGLXLoXRXdRiXLGRLAAGAAAAAG,11
vagina,excluded_at_or_below_-1,ENSG00000175334.8,FAAAAAAPPYTPTTTw1iTdn1w/iidndTPTKFTFKFFK,13
vagina,excluded_at_or_below_-1,ENSG00000258531.2,ind/TddwKKPPdKFKFKTTTFFFFFAAFFAAAKAFAFAF,13
vagina,excluded_at_or_below_-1,ENSG00000140320.12,EEAAEAEAEEEOEWgkEWttgg6bg/og6ggWSJEAJEAE,14
vagina,excluded_at_or_below_-1,ENSG00000007516.15,KKPYFPKdnYiYiwn/ddiFnnYTidTKTPTKFKAKAAAF,13
vagina,excluded_at_or_below_-1,ENSG00000226137.6,OAAVHHAcc4Hc/cqqVq4c/V/44xxqx4jHjHVAHVOV,9
vagina,excluded_at_or_below_-1,ENSG00000175866.16,JEAOAOEESoJJAbObWJJSJoWObWgbggb/kSobgJAE,14
vagina,excluded_at_or_below_-1,ENSG00000266074.11,GGNNTZmAgTAmsNg5ymmmyGmggN/smgTsyTNTNTGG,10
vagina,excluded_at_or_below_-1,ENSG00000175730.8,KKPdYTwTY/6swisinYiTYdFdTATAAAPAFFFAAAAF,13
vagina,excluded_at_or_below_-1,ENSG00000128298.18,KQKKVFalgq60vl/0/KagqaQQqQQVKAAFAAQAAKAF,12
