tissue,table,gene,hist,hist_max
uterus,raw,ENSG00000226915.1,/AAAAAACDBDBCABBBACAAAABBAAABAAAAAAAAAAB,119
uterus,raw,ENSG00000230580.1,/AAAAAAAAAAAAABBBABAABABBAAAAAAAAAAAAAAA,130
uterus,raw,ENSG00000229863.1,/AACDJJDBJCDGGGEBGCBDEABABBCAABAAAABAAAC,64
uterus,raw,ENSG00000240827.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,152
uterus,raw,ENSG00000233597.3,gTgTgZmsZ5/ysTmggT/ZgTTZTNGNNNATNGZNAAGG,10
uterus,raw,ENSG00000241668.2,/AAAAAAAAAAAABABBAAAAAAAAAAAAAAAAAAAAAAA,134
uterus,raw,ENSG00000239315.4,/AAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAA,144
uterus,raw,ENSG00000240870.2,/AAAAAAACBCAAAAABAAAABAABAAAAAAAAAAAAAAA,128
uterus,raw,ENSG00000236762.1,/ADTgZJZcQZNWjgWQGGJGQDDJGDGDDJAAAADAAAD,20
uterus,raw,ENSG00000214760.3,/ABBGQKDFGIFEGBEBBDAAACBCABBAAABAAABAAAB,62
uterus,raw,ENSG00000122026.12,LGAARAALd0iodi5iL/uooXLdLoXGddGdGXLGGGGX,11
uterus,raw,ENSG00000239272.1,dAiXXiAoi0//X5R/oodXddLLRLRGGLGGAALAAAGL,11
uterus,raw,ENSG00000241654.1,/AAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAABAAAA,145
uterus,raw,ENSG00000226217.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAABBAAAAAAAA,141
uterus,raw,ENSG00000229168.4,/AAAAAAAAAAAAAAAAABAAAAAABAAAAAAAAAAAAAA,142
uterus,raw,ENSG00000230508.1,/AEVSaMESKJEMFHFCEHEMAEACACEAACFCACAAAAC,36
vagina,raw,ENSG00000226915.1,/AAAAAABBBABBBBBAAABAAABAAAAAAAAABAAAAAB,138
vagina,raw,ENSG00000230580.1,/AAAAAAAAAAAABBBBAACAABBBAAAAAAAAABAAAAA,140
vagina,raw,ENSG00000229863.1,/AAADFDDCECACBBDABABBBBCCBAABABBAAAAAABB,102
vagina,raw,ENSG00000240827.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,165
vagina,raw,ENSG00000233597.3,ZNNZgsZsyg5y/y/msmgZgsmNTNNNTTTTGNGNAAAN,10
vagina,raw,ENSG00000241668.2,/AAAAAABBABAAAAAABABAAAAAAAAAAAAAAAAAAAA,150
vagina,raw,ENSG00000239315.4,/AAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAA,163
vagina,raw,ENSG00000240870.2,/ABADBAABAAAAAAAAABAAAAAAAAAAAAAAAAAAAAA,150
vagina,raw,ENSG00000236762.1,/FMRRRURMRPSNIDFFFHCACADAAAAAAAAAAAAAAAC,38
vagina,raw,ENSG00000214760.3,/AAHJRNGKGHCFEEFBADCBCADAEBABAAAAAAAAABB,59
vagina,raw,ENSG00000122026.12,FKTFdF11sndd1/isYTTndKnTYKPTKFPFAAAAAAAK,13
vagina,raw,ENSG00000239272.1,/AYnUv7jzjUgQYcgUUQcMMAAEAEMAAAEIAAAEAAE,16
vagina,raw,ENSG00000241654.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,165
vagina,raw,ENSG00000226217.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,166
vagina,raw,ENSG00000229168.4,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,164
vagina,raw,ENSG00000230508.1,/DTTRPaWWRMHKHFDFCCCDDCAAACAAAAAAAAAAAAC,37
uterus,excluded_at_or_below_-1,ENSG00000226915.1,g/V/VAgAAVKKAgAAAAAKKAAAAKKAAAAAAAAAAAAK,6
uterus,excluded_at_or_below_-1,ENSG00000230580.1,Qg/AgQAgAQAAgAQQgAAAAAAAQAAAAQAAAAAAQAAQ,4
uterus,excluded_at_or_below_-1,ENSG00000229863.1,NTs/TGyTNZZsgZGgTATTNAGANANAAAGAAAGAAAAN,10
uterus,excluded_at_or_below_-1,ENSG00000240827.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,1
uterus,excluded_at_or_below_-1,ENSG00000233597.3,gVaKV0VV/0VggaQgK0VaKKaQQFFKKFFVFAVKAAFF,12
uterus,excluded_at_or_below_-1,ENSG00000241668.2,/g/A/ggg/AAAgAAggAAggAAgAAAAAAAAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000239315.4,gAAAAAAAgA/AgAAAgAAAA/AAAAAAAAAAAAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000240870.2,QA/gQvAQAAAgAAQQQgAAQgAAQQAAAAAAAAAAAAAQ,4
uterus,excluded_at_or_below_-1,ENSG00000236762.1,gS/ObkbOkbWyogOSJJOOJJEJJEJEEOAAAAAEAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000214760.3,IMc/cIYUgUMcEQEAMEAAEEEIAEEAAAEAAAAEAAAE,16
uterus,excluded_at_or_below_-1,ENSG00000122026.12,LGAARAALd0iodi5iL/uooXLdLoXGddGdGXLGGGGX,11
uterus,excluded_at_or_below_-1,ENSG00000239272.1,oXXdAoiu0/iii0iiuXddRLLRLLLGALLAAALAAGAL,11
uterus,excluded_at_or_below_-1,ENSG00000241654.1,/AA//AAAA/AAAA/AAAAAAAAAAAAAAAAAA//AAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000226217.1,gAAAAAAAgAAAAgAAAgAggA/AAAAgAAAAAgAgAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000229168.4,//AA////AAA/AAAA/A/AAAAAAAAAAAAAAAAA/AA/,1
uterus,excluded_at_or_below_-1,ENSG00000230508.1,J2o/gOtWOWOWSOOJJOObAJAEAEEEAAJOAAEAAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000226915.1,//qAqVVqqVVVAVqVAAAqAAVAVAAAVAAqAAAAAAAq,3
vagina,excluded_at_or_below_-1,ENSG00000230580.1,/Aq/qAAqVqqAVVqVVVAAVAVAAVAAAAAqAAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000229863.1,/vgnI3nIIQQInAQAIIIAQYQQAAIIIAIAAAAAAIAI,8
vagina,excluded_at_or_below_-1,ENSG00000240827.1,/AA/AAAA/AAAAAAAAAAAAAAAAAAAAAAA/AAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000233597.3,RRLuddouX0o/o5diddoRoiLRXLGRLLRRLLALAAAL,11
vagina,excluded_at_or_below_-1,ENSG00000241668.2,qAqqA/VVAAAVAqAqVAVAVAAAAAAAAAAAAAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000239315.4,gAAAAAgAAA/AAAAAAAAAAAAAAAAAAAAgAAAgAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000240870.2,VA/gKAVAAAAKAAAKAVKAAAAAAAAAAAAAAAAAAAAK,6
vagina,excluded_at_or_below_-1,ENSG00000236762.1,V6qv/6vlq/qqaKQQQKQAFAFFAAAAAAAAAAAAAAAF,12
vagina,excluded_at_or_below_-1,ENSG00000214760.3,ccz/IjYjQAYQMUEAEMIEEIEAQEAEAAAAAAAAAAEE,16
vagina,excluded_at_or_below_-1,ENSG00000122026.12,FKTFdF11sndd1/isYTTndKnTYKPTKFPFAAAAAAAK,13
vagina,excluded_at_or_below_-1,ENSG00000239272.1,kob/6k2kbkSWSyOWOWgJOAAEAEOAAAEEEAAAEAAE,14
vagina,excluded_at_or_below_-1,ENSG00000241654.1,gAAAAAAAAAgAAAA/AAAAAAAAAAAAAAAAAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000226217.1,/AAAA/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA//,1
vagina,excluded_at_or_below_-1,ENSG00000229168.4,/A/AAAAAAAAAAAAAAAA/AAAAAAA/AA/AAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000230508.1,mm3Z/yu7dZVRVRANEEEIIAEAAEAAAAAAAAAAAAAE,15
