tissue,table,gene,hist,hist_max
vagina,raw,ENSG00000183397.6,GGZZTGZgZyZ5s/5Zgmmyg5smZNgZNsNGTANNNGNG,10
vagina,raw,ENSG00000160994.4,/CHHDBCBBAABABBAAAAABAAAAAAAAAAAAAAAAAAB,120
vagina,raw,ENSG00000291050.2,RRRR0idi05/uGoi5oiuR/RdiGLLGRRLLGAGAGGAG,11
vagina,raw,ENSG00000188681.14,/TmjWgQJTmQQmTJQQNJJJGNJGDQDAAAADGADAADD,20
vagina,raw,ENSG00000167074.15,KFAAVaQaKVQaVQgVgvVgg/0lgaKQ/gKVVVKAKQKK,12
uterus,excluded_at_or_below_-1,ENSG00000092850.12,VKaVKVKvgqaq6Kqa/qgFVggVaQAKQKAAFAAKAFAK,12
uterus,excluded_at_or_below_-1,ENSG00000163060.8,/QlvaVKgaKQQAAAKAQFAAKAFAFAKFAFAAFAAAFFF,12
uterus,excluded_at_or_below_-1,ENSG00000271435.1,/AAAA/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000283625.1,/V/qVVKVAAAAKAVAKAAAAAKAAAAAAAAAAAAKAAAK,6
uterus,excluded_at_or_below_-1,ENSG00000120156.22,FAFFATPPTddPKPPwd1nidYw/dKiPATTKTKAFAAAK,13
uterus,excluded_at_or_below_-1,ENSG00000100726.15,EEEEOSOSWtEWgtkJgo/SkSWyWkEJEAWEAEAAAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000153060.8,NidR/ZVVdRiVAZNNRNRNIEIRAAEAEEIAEIAIAAEE,15
uterus,excluded_at_or_below_-1,ENSG00000167858.13,/iiQNIGIGFFDCDDCAAADCCAACADCAAAACAAAAAAC,39
uterus,excluded_at_or_below_-1,ENSG00000125409.13,NZNyy5Z/gN/m5sAT/mgZmZATTNyGgGAGNANAAAAG,10
uterus,excluded_at_or_below_-1,ENSG00000172171.11,GAAAGGAGTZGNZmTs5m//yg5ggsZyTgTTNZmTGNAG,10
uterus,excluded_at_or_below_-1,ENSG00000257949.7,EAEAAEEOSAOOkOkg6/ogkkbJbgoObOJOEEEAAAAE,14
uterus,excluded_at_or_below_-1,ENSG00000183397.6,GAAGAGLLLRiLudXXi0/io5X0RGXLXX/RGdRXGALL,11
uterus,excluded_at_or_below_-1,ENSG00000160994.4,LRd/0GXGLALAAAGAAAAAAGAAAAAAAAAAAAAAAAAG,11
uterus,excluded_at_or_below_-1,ENSG00000291050.2,OJEbOogbbgbbk/bkWEWgkgAOOAOASEAJOAEAAEAE,14
uterus,excluded_at_or_below_-1,ENSG00000188681.14,XiooiddidXd/iXdXidRXiGGGLGGAGGGARLGLALGL,11
uterus,excluded_at_or_below_-1,ENSG00000167074.15,RGLGAGLLLXiRiXLdudduod//iiXod0RGLGGGAGGG,11
vagina,excluded_at_or_below_-1,ENSG00000092850.12,QQnnr77Qv/jrngUYYQEEIIEEAAAAAAAAEAAAAAAE,16
vagina,excluded_at_or_below_-1,ENSG00000163060.8,Q7r/jUcrQUIMMIMEQAEEAAAAAAAAAAEAAAAAAAAE,16
vagina,excluded_at_or_below_-1,ENSG00000271435.1,gAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,2
vagina,excluded_at_or_below_-1,ENSG00000283625.1,s5sNZ/TmTmTANZGNZANANGGGAAGNGAAGAAGAGAAG,10
vagina,excluded_at_or_below_-1,ENSG00000120156.22,GTZGNTZZsgZmsZgmy/g/s/TZZsggG/ZNTGNAGAGG,10
vagina,excluded_at_or_below_-1,ENSG00000100726.15,EAAAAAAAAAEAAEEIINIZRy7uyy/qRqudiRNZREAN,15
vagina,excluded_at_or_below_-1,ENSG00000153060.8,Ni7ddim/qiVmiRRNVNIRIIEEIAEAEEAAAAEEAAAE,15
vagina,excluded_at_or_below_-1,ENSG00000167858.13,/ZNHBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,84
vagina,excluded_at_or_below_-1,ENSG00000125409.13,NTgg5gmy/m/5gZgZs/5gZsmmGNGNTGANGANAGGGG,10
vagina,excluded_at_or_below_-1,ENSG00000172171.11,FFAKAKAFKaFKgQgV0Vqv60g/0vaQaggVKaVQFAAF,12
vagina,excluded_at_or_below_-1,ENSG00000257949.7,EAAAEAAESOOJWOtSWbbb/bt6ootoWWOSOJJSAEAE,14
vagina,excluded_at_or_below_-1,ENSG00000183397.6,GGZZTGZgZyZ5s/5Zgmmyg5smZNgZNsNGTANNNGNG,10
vagina,excluded_at_or_below_-1,ENSG00000160994.4,r/cMIMMAAAEAEEAAAAAEAAAAAAAAAAAAAAAAAAAE,16
vagina,excluded_at_or_below_-1,ENSG00000291050.2,RRRR0idi05/uGoi5oiuR/RdiGLLGRRLLGAGAGGAG,11
vagina,excluded_at_or_below_-1,ENSG00000188681.14,ot2byObWW6Sb/OJSWSWEOSJOESOAAAAAEJAEAAEE,14
vagina,excluded_at_or_below_-1,ENSG00000167074.15,KFAAVaQaKVQaVQgVgvVgg/0lgaKQ/gKVVVKAKQKK,12
