tissue,table,gene,hist,hist_max
vagina,raw,ENSG00000233396.10,WWbbkotgy/tgb2WbSJokSEJSOJAEAEAAAEAAAAAE,14
vagina,raw,ENSG00000237292.2,/AHFGEDCFGGHDBEBCBBBCAABAAAAAAAAAAAAABAB,82
vagina,raw,ENSG00000231175.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
vagina,raw,ENSG00000227421.3,/AAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAB,156
vagina,raw,ENSG00000261453.2,/AABDDCBCABAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,134
vagina,raw,ENSG00000275491.2,/AJJMJFOOJMJLGFJICFCFGIJCDACDDCACCCAAAAD,41
vagina,raw,ENSG00000233048.1,/AAAAAAABAABACBAABACBBAABABAAAAAAAAABAAA,129
vagina,raw,ENSG00000234265.3,/YUaUlYYWRYECJPJAECAAAACCHAHAACAAAAAAACC,29
vagina,raw,ENSG00000279082.6,/HGEFDEBCDABBAABBBAAAABABABAAABAAAABAAAB,102
vagina,raw,ENSG00000280350.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,168
vagina,raw,ENSG00000230133.3,/AAABDBABBABAABAAAAAAAAAAAAAAAAAAAAAAAAA,145
vagina,raw,ENSG00000226203.3,/AAACABABAAAAAABAAAAAAAAAAAAAAAAAAAAAAAA,154
vagina,raw,ENSG00000230324.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,168
vagina,raw,ENSG00000233277.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,168
vagina,raw,ENSG00000229606.3,/AAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAA,162
uterus,excluded_at_or_below_-1,ENSG00000233008.9,rzn3/rjgjQMEMAQIEEAIIEAEAAAEAAEAEAAAAAAE,16
uterus,excluded_at_or_below_-1,ENSG00000233396.10,HP0h/wwwlleeaLLhEEHAAEAHAAAEAAEAAAAAAAAE,17
uterus,excluded_at_or_below_-1,ENSG00000237292.2,/yTmysNmTZmTNNNGAZTAGGAGAANGAAAAAAAAAAAG,10
uterus,excluded_at_or_below_-1,ENSG00000227421.3,/AAAAAAAA/AAAAAAAAAAAA/AAA/AAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000261453.2,ZN/ANANANNANNAAAAAAANAAAAAAAAAAAAAAAAAAN,5
uterus,excluded_at_or_below_-1,ENSG00000275491.2,FsiPiK/TTiKFiTKiidTAPKFKKPFAPKAPFFAAAAAF,13
uterus,excluded_at_or_below_-1,ENSG00000233048.1,g/QgA/gAQvgQvQQvAQAgAAAQAAAAAAAAAAAAAAAQ,4
uterus,excluded_at_or_below_-1,ENSG00000234265.3,Yw/w1nd6TTYTdFiPTKTKFAFFAFKFAAKAAAAAFAAF,13
uterus,excluded_at_or_below_-1,ENSG00000279082.6,Yn/3YQQAgIQAQIIAAAAAAAQAAAAAAAAAAAAAAAAI,8
uterus,excluded_at_or_below_-1,ENSG00000230133.3,/4OHVOVOAOHAOAHHHAAAOAHAAAAAAAAAAAAAHAAH,9
uterus,excluded_at_or_below_-1,ENSG00000226203.3,/mNZZAAAANANAAAAAANAAAAAAAAAANAAAAAAAAAN,5
uterus,excluded_at_or_below_-1,ENSG00000230324.1,/AAAAAA/AAAAAA/AAAAAAAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000233277.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAA/AAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000229606.3,/AAAAAAAA/AAAAAAAAAAAAAAAAAAAAAA/AAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000233008.9,bw2/zzYVVnYYMMDAJDJAGAAAAAAAAAAAAADAAAAD,21
vagina,excluded_at_or_below_-1,ENSG00000233396.10,WWbbkotgy/tgb2WbSJokSEJSOJAEAEAAAEAAAAAE,14
vagina,excluded_at_or_below_-1,ENSG00000237292.2,/s/GZZgg/yZTTTAZANANAAGAAAAAAAAAAAAAAGAG,10
vagina,excluded_at_or_below_-1,ENSG00000227421.3,/gA/AAA/AAA/AAAAAAAgAAAAAAgAAAAAAAAAAggg,2
vagina,excluded_at_or_below_-1,ENSG00000261453.2,Sb/ttbbSSSAAJAAAAAAAAAAAAAAAAAAAAAAAAAAJ,7
vagina,excluded_at_or_below_-1,ENSG00000275491.2,qqxqc4x/qqqVcxVcHVHVcjjOOAAOHVAHAOAAAAAO,9
vagina,excluded_at_or_below_-1,ENSG00000233048.1,QAgQAQQQg/gAQgA/gQvQQQQggQQAAAAAAAAQQAAQ,4
vagina,excluded_at_or_below_-1,ENSG00000234265.3,yiyi/yuuimVARVZEIEAAAAAERAIEAAEAAAAAAAEE,15
vagina,excluded_at_or_below_-1,ENSG00000279082.6,/0gqQgQKaAKKAAFAKAAAAAFAFAFAAAFAAAAFAAAF,12
vagina,excluded_at_or_below_-1,ENSG00000280350.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000230133.3,mm/ZNNmAZAANZAAAAAAAANAAAAAAAAAAAAAAAAAN,5
vagina,excluded_at_or_below_-1,ENSG00000226203.3,/QQQgQQAAQAAAgAAAAAAAAAQAAAAAAAAAAAAAAAQ,4
vagina,excluded_at_or_below_-1,ENSG00000230324.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000233277.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000229606.3,gAAAgAgAAAAAAgAAAA/AgAAAAAAAAAAAAAAAAAAg,2
