tissue,table,gene,hist,hist_max
uterus,raw,ENSG00000236601.3,/AABBFEDBBBCBBBBAAAAAAAAAAAAAAAAAAAAAAAB,113
uterus,raw,ENSG00000236674.1,/AAAAAAAAAAAAAAAAAAABABABAAAAAAAAAAAAAAB,140
uterus,raw,ENSG00000236676.1,/AAABABABBACBCBAACBBBBAABABAAAAAABAAAAAB,124
uterus,raw,ENSG00000236656.2,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,150
uterus,raw,ENSG00000236665.1,/AIXFKIMCFBICCCBBFCCBAAFEABABABAAAAAAAAB,54
uterus,raw,ENSG00000236605.1,/AAAAAAAAAAABAAAAAAABAAAAAAAAAAAAABAAAAA,142
uterus,raw,ENSG00000236664.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000236634.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000236627.1,/BBFGCFCDDBBABBBBBAABAABBABAABAAAAAAAAAB,96
uterus,raw,ENSG00000236638.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000236643.2,/ECTcTLLRNGNHGHJCGGCGLCAAEAAAACAEAACACAE,34
uterus,raw,ENSG00000236606.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,148
uterus,raw,ENSG00000236662.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000236641.2,/TQWQPIVEHEBIABBAAAAAAAAAAAAAAAAAAAAAAAB,46
uterus,raw,ENSG00000236615.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
uterus,raw,ENSG00000236647.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,153
vagina,raw,ENSG00000236601.3,/AAADECFCCCBBAAABBAAABAAAAABAAABAAAAABAB,123
vagina,raw,ENSG00000236674.1,/AAABAABAABBBDABAAAAAAAAABAAAAAAAAAAAAAA,137
vagina,raw,ENSG00000236676.1,/BEEGGGEBBBBCBBBBAAABAAABAAAAAAAAAAAAAAB,100
vagina,raw,ENSG00000236656.2,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
