tissue,table,gene,hist,hist_max
uterus,excluded_at_or_below_-1,ENSG00000131473.17,FAFAKAVaKQVQlaVQalgVQaalgv/0lqQFKFKKKFAF,12
uterus,excluded_at_or_below_-1,ENSG00000235485.1,ZANAym/ZANZAZZZmAmmZANAAANAAAANAAAAAAAAN,5
uterus,excluded_at_or_below_-1,ENSG00000100412.17,DAAAAADADDJPJMGMSnhbebS/SeSbJMAJADAAAAAD,21
vagina,excluded_at_or_below_-1,ENSG00000213088.14,OJOAAOAOJSSSWWWbWytgbkW/b/WbWJbSJEEAAJAE,14
vagina,excluded_at_or_below_-1,ENSG00000153086.14,u1/XKRrRKKNNRKHHKDAAAAAHHDAAAAAAADAADAAD,19
vagina,excluded_at_or_below_-1,ENSG00000180105.11,g/AggAggAg/gA/gAAAAAAAAAAAAgAAAAAAAAAAgg,2
vagina,excluded_at_or_below_-1,ENSG00000144476.6,KKKTKKPYKTTnP/siidi16nTddKdPPFKAKKKKKFFK,13
vagina,excluded_at_or_below_-1,ENSG00000144648.16,ENEERIZNNZZZ/Zm7iqViVdRRRVZNEEERAEIEIAAI,15
vagina,excluded_at_or_below_-1,ENSG00000129048.7,IAVZmq/qi3Z3yNquVVEVIIIEIIEEIAEEEEAAEAAE,15
vagina,excluded_at_or_below_-1,ENSG00000225415.2,Yww/6Y1nwYKPTKKAFFFFKFAKFAFAAAAAAAAAAFAF,13
vagina,excluded_at_or_below_-1,ENSG00000087085.16,K0lvKqlvqg0/llvvqg0VVKKAQFAKFAKAAFAAAFAF,12
vagina,excluded_at_or_below_-1,ENSG00000177076.6,DAADFFSty/w3jjUINFDAFAAAAAADAAAAADAADAAD,25
vagina,excluded_at_or_below_-1,ENSG00000122729.19,GAAAALALGL0Ridudd/i0Xdiiouii/RdXiRLLdGLR,11
vagina,excluded_at_or_below_-1,ENSG00000227411.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000078124.13,EAAAEAIQMEQIYjjnrYg/njYnYYYUcMEIIEIAAAAE,16
vagina,excluded_at_or_below_-1,ENSG00000100813.15,FAAKAAFKidYYwT6wss61nwn/ndPFFKKAAFAAAAAF,13
vagina,excluded_at_or_below_-1,ENSG00000131473.17,EEAEAESEESgkgyt662/tgbkOOSEWJWJAEEAAAEEE,14
vagina,excluded_at_or_below_-1,ENSG00000235485.1,qVVVAqVAV/qqVVAAAAVAVVAVVAAqAAVAAAAVAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000100412.17,EAEAAAAEMAEUEQIQIjYMjrg3/7jjYgQcQMAEIAAE,16
