tissue,table,gene,hist,hist_max
uterus,excluded_at_or_below_-1,ENSG00000174238.16,FAFFAYFFPPKddAPii/1Y6PsdiTYndTPKYFFAAAAF,13
uterus,excluded_at_or_below_-1,ENSG00000091622.16,FAAAAKFATAKFFYTYYddF1/wPs6iwddYPKKPPPAAF,13
uterus,excluded_at_or_below_-1,ENSG00000154217.16,FAAAFAAFaF/Ql6/0q/a/g0laKVFaQKFKAAFKAAAF,12
uterus,excluded_at_or_below_-1,ENSG00000180957.19,EEAEAAHOKYccSmmgm/YcjgKOHHAHKAAEEAAAAAAE,18
uterus,excluded_at_or_below_-1,ENSG00000241878.12,FAAAFAAFKFPKPdiTYiPdsd6/dddisFPKYYKPFKKF,13
vagina,excluded_at_or_below_-1,ENSG00000057757.10,ELPTLLhahlhw/4lWWWeaHTEHEEEALEEAAAAAAAAE,17
vagina,excluded_at_or_below_-1,ENSG00000281473.1,/AAAAAAAAAA/AAAAAAAAAAAAAAAAAAAAAAAAAAA/,1
vagina,excluded_at_or_below_-1,ENSG00000164093.18,/3NREREdRNRiyqmd3ZVVNdZNIIEEAEEAAAEEAAEE,15
vagina,excluded_at_or_below_-1,ENSG00000069011.16,EOHOEOEEEAKEHHEKEEEAHEHHKOOYVVESgq/x4xOV,18
vagina,excluded_at_or_below_-1,ENSG00000224186.8,KFKFKgVKQQlgKQKqgVVVVgVVv0/g0agaVKKVQFAF,12
vagina,excluded_at_or_below_-1,ENSG00000107959.17,EAAAAAAAAEANAEINENiidVZ3q3/u3VyiZdAIENAI,15
vagina,excluded_at_or_below_-1,ENSG00000237399.7,EAAAAAAAAAEEMIMAQEggYncr/vnjrjQUcIIUUIIM,16
vagina,excluded_at_or_below_-1,ENSG00000110697.14,FKTFFTdni6nndP1wT/id6dYKFPATKPFFFFAKFAAP,13
vagina,excluded_at_or_below_-1,ENSG00000090975.14,EAAEENNAZZRim3qiZuq/ZiVqZRRIIINAIAAAAAAE,15
vagina,excluded_at_or_below_-1,ENSG00000251497.3,//u7mqVdiVdIEIIVENEVAEEAEEAEAAAAAAAAEAAE,15
vagina,excluded_at_or_below_-1,ENSG00000236618.4,EAAAAAAAAJAJEEJEbSg2ktW/yoyb/kWWkOSOOOAE,14
vagina,excluded_at_or_below_-1,ENSG00000174238.16,EAAAAAAEAAAVIIVNRuZdd3Zq/3uqmiVZNEEEIAEE,15
vagina,excluded_at_or_below_-1,ENSG00000091622.16,FAAFAFKPAKTPKKPPFYTPsPTKdiwn/PndwdniYYdT,13
vagina,excluded_at_or_below_-1,ENSG00000154217.16,NAIIEIRmNqRmm/iuqiuZdVidRNIAIEIEAAAAAAAE,15
vagina,excluded_at_or_below_-1,ENSG00000180957.19,FAAFAAAKAKdYTs/sw6iws1d16sTYPAAKPFFAAFAF,13
vagina,excluded_at_or_below_-1,ENSG00000241878.12,LPPHWLeessW/sh4sePWTTTEEAAAEAAAAAAAAAAAE,17
