tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000297174.1,ENSG00000297174,0.033255194750931076,14.191259968455343,-0.9316407655031841,0.09250908459405786,151.08955605878063,9.29062084197578,0.0,-0.9786595740081558,-0.3239059422283726,-0.8996481537421286,0.07456894496258329,4.419294682259958,30.671461768258084,-0.3239059422283726,14.191259519127183,0.0,110,True
adipose_subcutaneous,raw,ENSG00000297174.1,ENSG00000297174,1.580845896044154,547.1168738207672,-0.9915818748888522,0.008498799017837441,4243.562918544903,111.10232837095856,0.0,-1.0,-0.3239059422283726,-0.9845396315288995,0.046522692306124054,5.829773021507514,60.536938662327685,-0.3239059422283726,545.0944780114497,0.0,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000297174.1,ENSG00000297174,0.47870292451896873,1.6167367563960982,-0.9576691887058626,0.016963701689991187,17.947978792985708,8.065184314645558,0.0,-0.979074715140454,-0.8609261051797347,-0.9395043108409356,0.029410829773677843,0.8658729229361214,-0.05660094259843973,-0.8609261051797347,1.6166871461110415,0.0,35,True
adipose_visceral_omentum,raw,ENSG00000297174.1,ENSG00000297174,0.8974358977754251,618.5512688187366,-0.9980872392362511,0.0005130685958251464,43.58974359190368,378.0686200472625,0.0,-1.0,-0.8609261051797347,-0.9963929316515038,0.015991836980945685,5.084633757947032,27.801143129164323,-0.8609261051797347,611.3951036438191,0.0,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000297174.1,ENSG00000297174,,,,,,,,,,,,,,,,,6,False
adrenal_gland,raw,ENSG00000297174.1,ENSG00000297174,0.1538461538461692,310.01936673596197,-0.999022239313911,0.00036628862641476846,5.076923122535309,328.32126862171924,0.0,-1.0,-0.9139853327915304,-0.9990336430290397,0.007291725322134689,8.592844382735757,80.79710331375054,-0.9139853327915304,308.28703523517066,0.0,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000297174.1,ENSG00000297174,0.6471118603085787,67.04172135329982,-1.1465941857202213,0.226383388347726,105.97302174761217,7.723924915383506,0.0,-0.967052835900871,0.0898303121143122,-0.8307755286796377,0.17029306457935536,2.4978501283636354,7.288998129871144,0.0898303121143122,35.74215314861903,0.0,159,True
artery_aorta,raw,ENSG00000297174.1,ENSG00000297174,3.203455527980782,144646047765.25357,-1.4739118281076606,0.10911905085956121,1420.7652483297948,20.26653755999447,0.0,-1.0,0.0898303121143122,-0.9429942988560642,0.12703872694825194,3.7859722736619634,18.28278008564159,0.0898303121143122,930.0947191021279,0.0,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000297174.1,ENSG00000297174,0.14748086171497762,732731026032.2582,-5.342850211893691,0.9012614961642047,16.040378810292335,10.169160076105614,0.0,-0.9693969506280656,1.137834649836076,-0.8284912166745289,0.27556578767600276,5.331681870102063,32.739871723064134,1.137834649836076,43.48460081522378,0.0,80,True
artery_coronary,raw,ENSG00000297174.1,ENSG00000297174,0.8396593145091501,538842119873.82306,-2.0665639449250874,0.23482977190231905,228.26061093666567,19.297825464164546,0.0,-1.0,1.137834649836076,-0.9488033482610534,0.1692653297820024,8.540544320049516,92.40333683049165,1.137834649836076,592.4084249363873,0.0,268,True
