tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,rti_sigma_dist,rti,lti_sigma_dist,lti,min,max,mean,std,skew,kurt,left,right,maxheight,rightheight,leftheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,1.251784743831402,36.96797698142333,0.07450588898411573,0.9604698792192287,2300.360861038637,3.7408153180126,0.0,1.3306134447495077,0.4120669490241525,-0.8291865720197891,2.615098436154951,0.2744027291602598,0.6176794617366421,0.6244170522868069,-0.23015269157097773,-0.8291865720197891,2.615098436154951,36.93412527690824,0.0,15.219332317731409,714,True
adipose_subcutaneous,raw,ENSG00000246859.4,STARD4-AS1,1.251784743831402,36.96797698142333,0.07450588898411573,0.9604698792192287,2300.360861038637,3.7408153180126,0.0,1.3306134447495077,0.4120669490241525,-0.8291865720197891,2.615098436154951,0.2744027291602598,0.6176794617366421,0.6244170522868069,-0.23015269157097773,-0.8291865720197891,2.615098436154951,36.93412527690824,0.0,15.219332317731409,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,4.550405089899856,28.416138240980427,-0.16476503868940987,0.5692685035081341,1022.3042975262731,4.9693424062055485,0.0,1.8309867532013502,0.18707044159603115,-0.9017987630648844,1.8355623448587828,0.05738462297212888,0.5407065888778471,0.697190264673813,-0.14897010145235257,-0.9017987630648844,1.8355623448587828,28.415870690816888,0.0,5.315769478466834,587,True
adipose_visceral_omentum,raw,ENSG00000246859.4,STARD4-AS1,4.550405089899856,28.416138240980427,-0.16476503868940987,0.5692685035081341,1022.3042975262731,4.9693424062055485,0.0,1.8309867532013502,0.18707044159603115,-0.9017987630648844,1.8355623448587828,0.05738462297212888,0.5407065888778471,0.697190264673813,-0.14897010145235257,-0.9017987630648844,1.8355623448587828,28.415870690816888,0.0,5.315769478466834,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,3.111242103421958,13.958037483331317,1.0100064358796164,0.48958963495190305,252.45897195847007,2.9282182862666586,0.013741991123845708,5.263838258334098,0.0,-0.8122930526213721,2.023732622628322,0.8275397031108983,0.6127184287489544,-0.6469583993532295,-0.02793174255282871,-0.8122930526213721,2.023732622628322,13.958008204000292,0.1918108248459376,0.0,295,True
adrenal_gland,raw,ENSG00000246859.4,STARD4-AS1,3.111242103421958,13.958037483331317,1.0100064358796164,0.48958963495190305,252.45897195847007,2.9282182862666586,0.013741991123845708,5.263838258334098,0.0,-0.8122930526213721,2.023732622628322,0.8275397031108983,0.6127184287489544,-0.6469583993532295,-0.02793174255282871,-0.8122930526213721,2.023732622628322,13.958008204000292,0.1918108248459376,0.0,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,1.0611140795402219,22.55288491802116,0.9391999703995241,1.026457925552583,416.52590095808876,2.9876001212193875,0.0,2.1955110381848244,0.07918726178151429,-0.6543356636396381,3.1076460272041055,1.0242844220098217,0.7357302120282372,0.27484765235650266,-0.3884041154284583,-0.6543356636396381,3.1076460272041055,22.292807952264116,0.0,1.7653064191609622,472,True
artery_aorta,raw,ENSG00000246859.4,STARD4-AS1,1.0611140795402219,22.55288491802116,0.9391999703995241,1.026457925552583,416.52590095808876,2.9876001212193875,0.0,2.1955110381848244,0.07918726178151429,-0.6543356636396381,3.1076460272041055,1.0242844220098217,0.7357302120282372,0.27484765235650266,-0.3884041154284583,-0.6543356636396381,3.1076460272041055,22.292807952264116,0.0,1.7653064191609622,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,2.0179120402006223,13.894778729869412,0.44247322110812526,0.7133978950696059,174.52991265508865,5.167244319621444,0.0,2.1571255706097303,0.09762737953588342,-0.6456855141903115,3.049081811922787,0.6666302800098249,0.7198415922457423,0.7146213671708078,0.1501112502205313,-0.6456855141903115,3.049081811922787,13.894578939438532,0.0,1.356491331611858,268,True
artery_coronary,raw,ENSG00000246859.4,STARD4-AS1,2.0179120402006223,13.894778729869412,0.44247322110812526,0.7133978950696059,174.52991265508865,5.167244319621444,0.0,2.1571255706097303,0.09762737953588342,-0.6456855141903115,3.049081811922787,0.6666302800098249,0.7198415922457423,0.7146213671708078,0.1501112502205313,-0.6456855141903115,3.049081811922787,13.894578939438532,0.0,1.356491331611858,268,True
artery_tibial,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,2.93338383720009,33.18872582626944,0.3444083288073224,1.0891613393812878,1798.4445928724729,3.881873381355906,0.0,1.6041389094863667,0.27581308175739555,-0.8910246564894737,3.3340461910347727,0.614472527437534,0.809148235945294,0.6362083301345676,-0.22710725947522814,-0.8910246564894737,3.3340461910347727,33.17095998956822,0.0,9.148984699574076,691,True
artery_tibial,raw,ENSG00000246859.4,STARD4-AS1,2.93338383720009,33.18872582626944,0.3444083288073224,1.0891613393812878,1798.4445928724729,3.881873381355906,0.0,1.6041389094863667,0.27581308175739555,-0.8910246564894737,3.3340461910347727,0.614472527437534,0.809148235945294,0.6362083301345676,-0.22710725947522814,-0.8910246564894737,3.3340461910347727,33.17095998956822,0.0,9.148984699574076,691,True
bladder,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,0.3516800692970245,3.7560671941071084,0.06607079380370731,0.5609381194072995,86.60713316979701,4.004703167711871,0.0,1.7297371073868977,0.22377103093106956,-0.6200175777845807,1.6545088652865163,0.19247039052374795,0.4526829737797292,0.7446122783267535,0.4801856652499694,-0.6200175777845807,1.6545088652865163,3.754813310521957,0.0,0.8402184454492008,77,True
bladder,raw,ENSG00000246859.4,STARD4-AS1,0.3516800692970245,3.7560671941071084,0.06607079380370731,0.5609381194072995,86.60713316979701,4.004703167711871,0.0,1.7297371073868977,0.22377103093106956,-0.6200175777845807,1.6545088652865163,0.19247039052374795,0.4526829737797292,0.7446122783267535,0.4801856652499694,-0.6200175777845807,1.6545088652865163,3.754813310521957,0.0,0.8402184454492008,77,True
brain_amygdala,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,0.18678315759985598,9.584323727530982,-0.6334672866800578,0.40351706651928176,127.17049091381804,3.702779943046034,0.0,1.2387550698326417,0.4637200579093172,-0.9869208422208324,0.4230456335306376,-0.5558680132826381,0.26045872848508034,0.8381625350173358,0.8748680817657459,-0.9869208422208324,0.4230456335306376,9.574214921306151,0.0,4.439755497744336,181,True
brain_amygdala,raw,ENSG00000246859.4,STARD4-AS1,0.18678315759985598,9.584323727530982,-0.6334672866800578,0.40351706651928176,127.17049091381804,3.702779943046034,0.0,1.2387550698326417,0.4637200579093172,-0.9869208422208324,0.4230456335306376,-0.5558680132826381,0.26045872848508034,0.8381625350173358,0.8748680817657459,-0.9869208422208324,0.4230456335306376,9.574214921306151,0.0,4.439755497744336,181,True
brain_anterior_cingulate_cortex_ba24,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,0.6477170321618058,11.812354403269756,-0.4961004103992947,0.5927113073934986,259.87241369716503,3.8571839247538815,0.0,1.1672009601043767,0.5057298463962946,-0.9852862204218824,1.120484656895456,-0.3409667410330422,0.3988672731810377,0.8032862372741738,0.34246638676704455,-0.9852862204218824,1.120484656895456,11.80540017774256,0.0,5.9703432185365335,233,True
brain_anterior_cingulate_cortex_ba24,raw,ENSG00000246859.4,STARD4-AS1,0.6477170321618058,11.812354403269756,-0.4961004103992947,0.5927113073934986,259.87241369716503,3.8571839247538815,0.0,1.1672009601043767,0.5057298463962946,-0.9852862204218824,1.120484656895456,-0.3409667410330422,0.3988672731810377,0.8032862372741738,0.34246638676704455,-0.9852862204218824,1.120484656895456,11.80540017774256,0.0,5.9703432185365335,233,True
brain_caudate_basal_ganglia,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,-0.32309633464635884,13.450450228457067,-0.44564444887445875,0.5373457740221499,166.83783519460684,2.5724824469785608,0.0,1.2950820314426494,0.41076710044036147,-0.937724906255998,0.5317981442445923,-0.3909869697629474,0.3057532985381856,0.30633038440977906,-0.4717982822554312,-0.937724906255998,0.5317981442445923,12.958668143597999,0.0,5.3229945389146325,300,True
brain_caudate_basal_ganglia,raw,ENSG00000246859.4,STARD4-AS1,-0.32309633464635884,13.450450228457067,-0.44564444887445875,0.5373457740221499,166.83783519460684,2.5724824469785608,0.0,1.2950820314426494,0.41076710044036147,-0.937724906255998,0.5317981442445923,-0.3909869697629474,0.3057532985381856,0.30633038440977906,-0.4717982822554312,-0.937724906255998,0.5317981442445923,12.958668143597999,0.0,5.3229945389146325,300,True
brain_cerebellar_hemisphere,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,2.3825508552339234,16.195647517202318,3.5609946091778393,0.853817199941369,248.97623494457284,2.8560101606253863,0.01693463737536215,6.062306199062921,0.0,-0.0990617230393716,5.285281989265871,3.158340790960773,1.0996697838533604,-0.9229435035012453,0.39978086923398193,-0.0990617230393716,5.285281989265871,16.19559195408094,0.2742664768216936,0.0,277,True
brain_cerebellar_hemisphere,raw,ENSG00000246859.4,STARD4-AS1,2.3825508552339234,16.195647517202318,3.5609946091778393,0.853817199941369,248.97623494457284,2.8560101606253863,0.01693463737536215,6.062306199062921,0.0,-0.0990617230393716,5.285281989265871,3.158340790960773,1.0996697838533604,-0.9229435035012453,0.39978086923398193,-0.0990617230393716,5.285281989265871,16.19559195408094,0.2742664768216936,0.0,277,True
brain_cerebellum,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,0.9884156878761585,15.263807039727224,3.9773394284303523,0.9799259007580158,351.80978812477144,1.6649459355347402,0.2500593914893987,4.770083166155671,0.0,0.6720903715325572,5.131000861894849,3.736998850986124,0.7814159683843167,-0.8189971978426943,0.620293629150829,0.6720903715325572,5.131000861894849,15.26363180877213,3.816814482019789,0.0,266,True
brain_cerebellum,raw,ENSG00000246859.4,STARD4-AS1,0.9884156878761585,15.263807039727224,3.9773394284303523,0.9799259007580158,351.80978812477144,1.6649459355347402,0.2500593914893987,4.770083166155671,0.0,0.6720903715325572,5.131000861894849,3.736998850986124,0.7814159683843167,-0.8189971978426943,0.620293629150829,0.6720903715325572,5.131000861894849,15.26363180877213,3.816814482019789,0.0,266,True
brain_cortex,excluded_at_or_below_-1,ENSG00000246859.4,STARD4-AS1,-0.39817137959180987,17.151328116459386,0.24582980198569085,0.8335568462212394,309.224389443308,3.991152760809465,0.0,1.814483609604541,0.19250560126263372,-0.8236516931600002,2.598269911883213,0.24137468667708145,0.5110287525182233,0.24838531312227075,0.5947038138964578,-0.8236516931600002,2.598269911883213,17.145331787309722,0.0,3.3005724045634044,270,True
