tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,rti_sigma_dist,rti,lti_sigma_dist,lti,min,max,mean,std,skew,kurt,left,right,maxheight,rightheight,leftheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,0.4755036418298439,2.71286618783582,-0.8871258975149525,0.03037907230281394,57.67301776587699,5.413581436523188,0.0,4.3078322463341765,9.296131827453301e-05,-0.979663510476448,-0.7708354119384029,-0.8811939898892945,0.043710376613652686,0.456005430442907,0.4047105573791163,-0.979663510476448,-0.7708354119384029,2.7127977903092355,0.0,0.0002521852587993867,47,True
adipose_subcutaneous,raw,ENSG00000235893.5,ENSG00000235893,1.2051282051270933,667.205538995992,-0.997088160628795,0.0010277408540144753,104.3589743590614,311.3330607344305,0.0,4.006810388168469,0.00033335405264345574,-1.0,-0.7708354119384029,-0.9921794363092393,0.031503181173712695,4.261430663802841,18.329323320280455,-1.0,-0.7708354119384029,653.3668878206663,0.0,0.21780249991806055,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,0.6317585315262075,4.153255020311992,-0.9039156791305235,0.035691167649801285,38.77715967069075,8.300451338723821,0.0,1.8407135571305857,0.1837641241143812,-0.9503706261843248,-0.6944333150933071,-0.8742479224264469,0.058274962350644645,1.1481079252707924,0.6086971696473529,-0.9503706261843248,-0.6944333150933071,4.153209659590718,0.0,0.7632109353580757,65,True
adipose_visceral_omentum,raw,ENSG00000235893.5,ENSG00000235893,1.6770537636451563,520.284037418733,-0.996181575335002,0.0008829943435001516,146.67245888705693,483.2833700437152,0.0,6.115631416997366,8.177415215719068e-09,-1.0,-0.6944333150933071,-0.9860751532499472,0.04394002056235701,3.5600312970564194,13.310740342739585,-1.0,-0.6944333150933071,480.96321857991774,0.0,3.933035941816598e-06,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,,,,,,,,,,,,,,,,,,,,,10,False
adrenal_gland,raw,ENSG00000235893.5,ENSG00000235893,0.2564102576570896,299.113715857073,-0.9984756442244187,0.0003570641904869289,9.435897484329537,502.06426302302407,0.0,6.037470766164003,1.2215569727980777e-08,-1.0,-0.8717131987081183,-0.9969327825929462,0.016942902908866915,5.649272549012053,31.501512425108373,-1.0,-0.8717131987081183,297.63017347546605,0.0,3.6357221372407267e-06,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,0.28260057322210574,2.69720833359277,-0.8862322631446301,0.0019489139406752125,9.89792931086658,172.8846188230105,0.0,11.526535747001319,0.0,-0.9021168698283096,-0.647981653252943,-0.8389646131429253,0.07019089076700605,1.6295242769533267,1.9956450454631867,-0.9021168698283096,-0.647981653252943,2.6725502322964267,0.0,0.0,14,True
artery_aorta,raw,ENSG00000235893.5,ENSG00000235893,0.358974358974359,508.10336749480774,-0.9958557421436719,0.0007914533148122351,14.974359006480638,621.6011043230861,0.0,7.405194414759629,1.238692083807313e-12,-1.0,-0.647981653252943,-0.995223526661019,0.029731027033298982,7.314934987789718,61.280742675649776,-1.0,-0.647981653252943,507.3483209680536,0.0,6.284483489160664e-10,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,0.17790366497789037,0.4976190847445976,-0.8839777219324394,0.05612178348227854,18.145440322006095,3.718917735814543,0.0,0.9824722116002089,0.6167809089380676,-0.9229662412083108,-0.7363958421436729,-0.8521578225895428,0.05290248818515377,0.7673597973248515,-0.24429090417096688,-0.9229662412083108,-0.7363958421436729,0.49712466957890755,0.0,0.30661700555841515,16,True
artery_coronary,raw,ENSG00000235893.5,ENSG00000235893,0.41025641030528764,251.71246918452184,-0.9967239721877682,0.0008614712354373636,19.43589743590118,427.36142198488386,0.0,5.378012372540635,5.518432638562597e-07,-1.0,-0.7363958421436729,-0.9911736013486294,0.037267050526044176,4.492624182735449,20.516310690473965,-1.0,-0.7363958421436729,239.07580430312595,0.0,0.00013193237215569642,268,True
artery_tibial,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,0.3930305488413448,1.401618147860799,-0.8923003180951037,0.008672297243776795,19.10780717742817,10.190943829900979,0.0,6.782382446874253,1.025874814018433e-10,-0.933891516316656,-0.8298070027720404,-0.8809478578631403,0.028398231610515353,0.15807891675469835,-0.5449895119858876,-0.933891516316656,-0.8298070027720404,1.4015473154830451,0.0,1.437812091609203e-10,24,True
artery_tibial,raw,ENSG00000235893.5,ENSG00000235893,0.6153846153846153,694.5433492897132,-0.998019821636961,0.0007237270889170388,35.23076926237682,328.69966240969154,0.0,3.869407598267543,0.0005608750745547304,-1.0,-0.8298070027720404,-0.9958650486088502,0.02242203481719271,5.513196060517606,29.892039757658715,-1.0,-0.8298070027720404,694.4424950118223,0.0,0.38949548616372887,691,True
bladder,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,,,,,,,,,,,,,,,,,,,,,5,False
bladder,raw,ENSG00000235893.5,ENSG00000235893,0.1282051296106262,91.02960232294235,-0.9989590018117345,0.0006049065449600753,4.358974368652223,247.26354819299422,0.0,2.433754054270383,0.05185474376995349,-1.0,-0.8931960939939027,-0.9942943744235082,0.022464076656337224,3.8111531163013357,12.934115296217117,-1.0,-0.8931960939939027,90.82315042732289,0.0,4.7096111937888505,77,True
brain_amygdala,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,,,,,,,,,,,,,,,,,,,,,5,False
brain_amygdala,raw,ENSG00000235893.5,ENSG00000235893,0.1282051281959223,233.04072141044475,-0.9977916101075972,0.0012191007507599272,6.3589743590670835,262.4071364408315,0.0,2.561834971307298,0.037732194968241976,-1.0,-0.771587629640194,-0.9966007528978571,0.02282516166881353,7.71874102034386,63.67479539499897,-1.0,-0.771587629640194,232.05062735401245,0.0,8.75577951382446,181,True
brain_anterior_cingulate_cortex_ba24,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,,,,,,,,,,,,,,,,,,,,,2,False
brain_anterior_cingulate_cortex_ba24,raw,ENSG00000235893.5,ENSG00000235893,0.05128205128203085,243.89097541582342,-0.999108635736869,0.00035197304869709264,1.897435897880334,309.3541440614883,0.0,3.581465781545387,0.001644045884356911,-1.0,-0.9221157938426856,-0.9993758753229701,0.0067391080530106165,10.736346472089485,113.85415885702216,-1.0,-0.9221157938426856,243.1960245964692,0.0,0.3998254233297867,233,True
brain_caudate_basal_ganglia,excluded_at_or_below_-1,ENSG00000235893.5,ENSG00000235893,,,,,,,,,,,,,,,,,,,,,8,False
brain_caudate_basal_ganglia,raw,ENSG00000235893.5,ENSG00000235893,0.20513450542947384,314.59887018852396,-0.9989232331810232,0.0003629517739234753,8.358974360522417,362.48248182816235,0.0,4.195538769378649,0.0001511456715366444,-1.0,-0.9058936771817528,-0.9981235704137444,0.011642759348348445,6.306715319346783,39.327103832473696,-1.0,-0.9058936771817528,313.34101137891616,0.0,0.047360137584837536,300,True
