tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,1.0431013544843235,58.00626876995776,4.544592100226836,0.509907926988683,896.442895127194,5.387641689282058,0.0,3.369585132935629,6.487156701664918,4.589741285576124,0.41961033452026303,0.6969723892573602,1.5165828078460164,6.487156701664918,58.00589757184064,0.0,714,True
adipose_subcutaneous,raw,ENSG00000255717.10,SNHG1,1.0431013544843235,58.00626876995776,4.544592100226836,0.509907926988683,896.442895127194,5.387641689282058,0.0,3.369585132935629,6.487156701664918,4.589741285576124,0.41961033452026303,0.6969723892573602,1.5165828078460164,6.487156701664918,58.00589757184064,0.0,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,0.7326687633682561,37.129331016155774,4.475012964997915,0.8577512316493137,518.9775876110167,4.0382933878968235,0.0,2.894061059259358,6.924325586082759,4.5308515234963505,0.6493484590510104,0.46829158995417614,0.48578143141294206,6.924325586082759,37.11865017365915,0.0,587,True
adipose_visceral_omentum,raw,ENSG00000255717.10,SNHG1,0.7326687633682561,37.129331016155774,4.475012964997915,0.8577512316493137,518.9775876110167,4.0382933878968235,0.0,2.894061059259358,6.924325586082759,4.5308515234963505,0.6493484590510104,0.46829158995417614,0.48578143141294206,6.924325586082759,37.11865017365915,0.0,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,1.9162031191932931,22.53250313914012,3.400931321227131,0.5024930670248715,274.1618962043221,7.853269867168974,0.0,2.5435206292691337,6.191325761445815,3.660480033075565,0.6589440560974169,1.3730597099872628,1.8814380458943614,6.191325761445815,22.53236267210868,0.0,295,True
adrenal_gland,raw,ENSG00000255717.10,SNHG1,1.9162031191932931,22.53250313914012,3.400931321227131,0.5024930670248715,274.1618962043221,7.853269867168974,0.0,2.5435206292691337,6.191325761445815,3.660480033075565,0.6589440560974169,1.3730597099872628,1.8814380458943614,6.191325761445815,22.53236267210868,0.0,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,0.3921952659218366,23.02277356527765,4.102731243473321,0.9628561833872937,519.624899979581,3.1041590392762974,0.0,2.9141148070761234,6.216173516060033,4.217432825629805,0.632124772393413,0.42184647691023464,-0.41059696952130853,6.216173516060033,22.83655316037378,0.0,472,True
artery_aorta,raw,ENSG00000255717.10,SNHG1,0.3921952659218366,23.02277356527765,4.102731243473321,0.9628561833872937,519.624899979581,3.1041590392762974,0.0,2.9141148070761234,6.216173516060033,4.217432825629805,0.632124772393413,0.42184647691023464,-0.41059696952130853,6.216173516060033,22.83655316037378,0.0,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,0.9544097587208225,17.16870229225866,4.217594848374807,0.7123533096769021,333.13513339938095,5.368681902160498,0.0,3.2530437946451496,6.921852835541226,4.389470651247168,0.6227602567878839,1.0223179649502454,1.5355467355926535,6.921852835541226,17.168399725095938,0.0,268,True
artery_coronary,raw,ENSG00000255717.10,SNHG1,0.9544097587208225,17.16870229225866,4.217594848374807,0.7123533096769021,333.13513339938095,5.368681902160498,0.0,3.2530437946451496,6.921852835541226,4.389470651247168,0.6227602567878839,1.0223179649502454,1.5355467355926535,6.921852835541226,17.168399725095938,0.0,268,True
artery_tibial,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,1.9070767900191326,62.29501622220678,4.308522461263221,0.5275289216222627,617.8478772897465,6.259638398421657,0.0,2.853486723072569,6.6434882556257,4.338308713060515,0.48070708870741125,0.42922942486419086,1.6369345091573502,6.6434882556257,62.29500483562705,0.0,691,True
artery_tibial,raw,ENSG00000255717.10,SNHG1,1.9070767900191326,62.29501622220678,4.308522461263221,0.5275289216222627,617.8478772897465,6.259638398421657,0.0,2.853486723072569,6.6434882556257,4.338308713060515,0.48070708870741125,0.42922942486419086,1.6369345091573502,6.6434882556257,62.29500483562705,0.0,691,True
bladder,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,-0.2011486447755371,3.4140573507166656,4.525391875038205,0.6944253766905608,56.28568111388986,2.199780705373944,0.0,3.7880957761953473,5.605556558512599,4.562431105808399,0.39640584396235146,0.20899146339074845,-0.5329506251406637,5.605556558512599,3.1103273575177126,0.0,77,True
bladder,raw,ENSG00000255717.10,SNHG1,-0.2011486447755371,3.4140573507166656,4.525391875038205,0.6944253766905608,56.28568111388986,2.199780705373944,0.0,3.7880957761953473,5.605556558512599,4.562431105808399,0.39640584396235146,0.20899146339074845,-0.5329506251406637,5.605556558512599,3.1103273575177126,0.0,77,True
brain_amygdala,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,1.0869904244377808,13.107455644663887,2.6677082493487605,0.5482423700765764,154.17843054001992,4.964042362634942,0.0,0.8873575964393563,4.592098187658182,2.7122892821710756,0.6099983656920257,0.2528594063381688,0.9428393883414206,4.592098187658182,13.107362394250224,0.0,181,True
brain_amygdala,raw,ENSG00000255717.10,SNHG1,1.0869904244377808,13.107455644663887,2.6677082493487605,0.5482423700765764,154.17843054001992,4.964042362634942,0.0,0.8873575964393563,4.592098187658182,2.7122892821710756,0.6099983656920257,0.2528594063381688,0.9428393883414206,4.592098187658182,13.107362394250224,0.0,181,True
brain_anterior_cingulate_cortex_ba24,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,0.9812002426137449,17.876200938420087,2.6323269004948484,0.5631517052284962,200.4386668791039,6.191320016730581,0.0,1.4181521593674802,5.097762473879136,2.6895894606112645,0.5741244948966719,0.8914703730030235,2.1679246959165255,5.097762473879136,17.87594660440821,0.0,233,True
brain_anterior_cingulate_cortex_ba24,raw,ENSG00000255717.10,SNHG1,0.9812002426137449,17.876200938420087,2.6323269004948484,0.5631517052284962,200.4386668791039,6.191320016730581,0.0,1.4181521593674802,5.097762473879136,2.6895894606112645,0.5741244948966719,0.8914703730030235,2.1679246959165255,5.097762473879136,17.87594660440821,0.0,233,True
brain_caudate_basal_ganglia,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,1.3909681311869895,23.153768349610843,2.8135004710569973,0.6967848207642221,318.0730927118575,4.88187470893272,0.0,0.5379868047592187,5.218806348868729,2.7714788265520145,0.6879844798767468,-0.08804964649784684,0.8485868516081272,5.218806348868729,23.15350259206029,0.0,300,True
brain_caudate_basal_ganglia,raw,ENSG00000255717.10,SNHG1,1.3909681311869895,23.153768349610843,2.8135004710569973,0.6967848207642221,318.0730927118575,4.88187470893272,0.0,0.5379868047592187,5.218806348868729,2.7714788265520145,0.6879844798767468,-0.08804964649784684,0.8485868516081272,5.218806348868729,23.15350259206029,0.0,300,True
brain_cerebellar_hemisphere,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,1.8341627880546714,26.208368425504137,5.405899996399767,0.36761043301993496,265.6807304963715,6.524817383696892,0.0,3.7475700077209178,7.101959918051135,5.399708431258729,0.5032374765699513,-0.3008690104187083,1.6598042115005498,7.101959918051135,26.208263647548442,0.0,277,True
brain_cerebellar_hemisphere,raw,ENSG00000255717.10,SNHG1,1.8341627880546714,26.208368425504137,5.405899996399767,0.36761043301993496,265.6807304963715,6.524817383696892,0.0,3.7475700077209178,7.101959918051135,5.399708431258729,0.5032374765699513,-0.3008690104187083,1.6598042115005498,7.101959918051135,26.208263647548442,0.0,277,True
brain_cerebellum,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,0.9815243823661481,19.69798518952531,5.322947599970068,0.40915677077275375,188.15598768229063,4.548493452435779,0.0,4.118837277979703,6.638906478031414,5.350432359920866,0.3915151672585619,0.17781674940198836,1.2968747016985382,6.638906478031414,19.697261997820245,0.0,266,True
brain_cerebellum,raw,ENSG00000255717.10,SNHG1,0.9815243823661481,19.69798518952531,5.322947599970068,0.40915677077275375,188.15598768229063,4.548493452435779,0.0,4.118837277979703,6.638906478031414,5.350432359920866,0.3915151672585619,0.17781674940198836,1.2968747016985382,6.638906478031414,19.697261997820245,0.0,266,True
brain_cortex,excluded_at_or_below_-1,ENSG00000255717.10,SNHG1,0.9483058637798185,18.75435207383338,2.8672522112104595,0.598234974427692,194.04941483362788,4.375992548520625,0.0,1.2910819011848735,4.718367106450988,2.9404747067231214,0.5407459588571424,0.40948880475660465,0.72030989859699,4.718367106450988,18.752664744483482,0.0,270,True
brain_cortex,raw,ENSG00000255717.10,SNHG1,0.9483058637798185,18.75435207383338,2.8672522112104595,0.598234974427692,194.04941483362788,4.375992548520625,0.0,1.2910819011848735,4.718367106450988,2.9404747067231214,0.5407459588571424,0.40948880475660465,0.72030989859699,4.718367106450988,18.752664744483482,0.0,270,True
