tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,rti_sigma_dist,rti,lti_sigma_dist,lti,min,max,mean,std,skew,kurt,left,right,maxheight,rightheight,leftheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000206583.1,RNU6-1292P,,,,,,,,,,,,,,,,,,,,,9,False
adipose_subcutaneous,raw,ENSG00000206583.1,RNU6-1292P,0.2307692281197694,805.1015051022367,-0.9916596227373663,0.004071891152810005,8.923076924995398,270.11518200004167,0.0,2.896706762896859,0.015262931598782873,-1.0,-0.2139272850697788,-0.9927348423194564,0.06513924950354566,9.092326058177212,83.14811657923119,-1.0,-0.2139272850697788,794.6021023888976,0.0,12.127957537010884,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000206583.1,RNU6-1292P,,,,,,,,,,,,,,,,,,,,,2,False
adipose_visceral_omentum,raw,ENSG00000206583.1,RNU6-1292P,0.0512820512827243,622.8506922959826,-0.9943422682092886,0.002248544677545473,1.8974359005731727,309.46246728574073,0.0,3.5584087390373442,0.0017888604528991817,-1.0,-0.5023089556820063,-0.9983532089864772,0.028200957672899526,17.066918846235566,289.53934011725994,-1.0,-0.5023089556820063,619.7690658073996,0.0,1.1086803717531273,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000206583.1,RNU6-1292P,,,,,,,,,,,,,,,,,,,,,3,False
adrenal_gland,raw,ENSG00000206583.1,RNU6-1292P,0.0769230769212489,402.7768265635677,-0.9956391707851846,0.0023467849405288165,4.769230769241765,271.7939822473181,0.0,2.6279117921197805,0.031883929261704906,-1.0,-0.544616749960678,-0.9955366677815262,0.04413852078906964,9.784150052209606,93.85743339237318,-1.0,-0.544616749960678,399.84445771300636,0.0,12.748612405406252,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000206583.1,RNU6-1292P,,,,,,,,,,,,,,,,,,,,,6,False
artery_aorta,raw,ENSG00000206583.1,RNU6-1292P,0.15384615384615385,519.9371857314937,-0.991625653824281,0.0019177986008468764,5.076923076923077,525.3523191776039,0.0,6.175368952964994,5.240034233132128e-09,-1.0,-0.2792014701813097,-0.9931303696023449,0.06194211644556667,9.262877316360862,86.9356106251949,-1.0,-0.2792014701813097,519.5977531413723,0.0,2.722710013919327e-06,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000206583.1,RNU6-1292P,,,,,,,,,,,,,,,,,,,,,3,False
artery_coronary,raw,ENSG00000206583.1,RNU6-1292P,0.07692307692307689,292.3861722280334,-0.9932604137729273,0.0021068441101263847,2.7692307692307696,392.92266863673393,0.0,4.523929512059596,3.622771014043051e-05,-1.0,-0.4078984626661056,-0.9946874809230624,0.05131966738116206,9.940014779828516,99.96132835405992,-1.0,-0.4078984626661056,290.26450096229115,0.0,0.010515618204918684,268,True
