tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,rti_sigma_dist,rti,lti_sigma_dist,lti,min,max,mean,std,skew,kurt,left,right,maxheight,rightheight,leftheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000232120.1,ENSG00000232120,,,,,,,,,,,,,,,,,,,,,0,False
adipose_subcutaneous,raw,ENSG00000232120.1,ENSG00000232120,0.0,714.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,,,-1.0,-1.0,-1.0,0.0,,,,-1.0,5.83115986411798e-187,0.0,,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000232120.1,ENSG00000232120,,,,,,,,,,,,,,,,,,,,,1,False
adipose_visceral_omentum,raw,ENSG00000232120.1,ENSG00000232120,2.0951590913706553,550.4449895516733,-0.9985096642487281,0.001778066099854914,1875.4264233348938,98.78061400245232,0.0,1.185362586976014,0.49539728541663147,-1.0,-0.8743145173814564,-0.9997858850381285,0.005187595041892224,24.166127254581774,582.0017064846409,-1.0,-0.8743145173814564,550.3640857096578,0.0,272.6488740513704,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000232120.1,ENSG00000232120,,,,,,,,,,,,,,,,,,,,,0,False
adrenal_gland,raw,ENSG00000232120.1,ENSG00000232120,0.0,295.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,,,-1.0,-1.0,-1.0,0.0,,,,-1.0,2.409232716967513e-187,0.0,,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000232120.1,ENSG00000232120,,,,,,,,,,,,,,,,,,,,,3,False
artery_aorta,raw,ENSG00000232120.1,ENSG00000232120,-0.03832822777541393,430.6676811323708,-0.998397115694233,0.001562151433785283,1512.1502479822573,115.17064069621335,0.0,1.4510889758223264,0.350309832723306,-1.0,-0.8711787193498661,-0.9992840899472479,0.009073016065183992,12.849267142541146,165.97029556307854,-1.0,-0.8711787193498661,428.9946393244027,0.0,150.28104034092644,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000232120.1,ENSG00000232120,,,,,,,,,,,,,,,,,,,,,2,False
artery_coronary,raw,ENSG00000232120.1,ENSG00000232120,-0.1472935745704965,250.67566433761678,-0.9977252900986938,0.002337880286795934,266.49667370580005,110.15893861203439,0.0,1.3760009916078348,0.3890470936818118,-1.0,-0.8156181332678111,-0.998947300582822,0.012727789273368494,12.857828214740524,171.3380332926834,-1.0,-0.8156181332678111,250.016132152518,0.0,97.2680495875049,268,True
artery_tibial,excluded_at_or_below_-1,ENSG00000232120.1,ENSG00000232120,,,,,,,,,,,,,,,,,,,,,2,False
artery_tibial,raw,ENSG00000232120.1,ENSG00000232120,0.052631580926035544,667.4543095935064,-0.9979876169376853,0.0013322875914026523,464.3094368753124,168.30822181309856,0.0,2.1361299450513647,0.1031377522034005,-1.0,-0.8394295593580627,-0.9995585663847703,0.008210717757315479,18.584565889528868,344.3420003594201,-1.0,-0.8394295593580627,660.9215513604136,0.0,68.16596319009845,691,True
