tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,rti_sigma_dist,rti,lti_sigma_dist,lti,min,max,mean,std,skew,kurt,left,right,maxheight,rightheight,leftheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,5,False
adipose_subcutaneous,raw,ENSG00000238585.1,Y_RNA,0.1282051282051287,741.3823877161684,-0.9906328307206554,0.0020740743532338727,4.3589743589743595,528.5332631599725,0.0,6.387031311215677,1.3985171386917e-09,-1.0,-0.2154901541707142,-0.9965423948973052,0.04326819018004405,13.723953385054843,203.37424410136978,-1.0,-0.2154901541707142,734.5700764566607,0.0,1.0273088414947118e-06,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,9,False
adipose_visceral_omentum,raw,ENSG00000238585.1,Y_RNA,0.23076923076991096,785.8654138381171,-0.9941310257513578,0.0027574197484721967,10.9230769444955,300.5431824266635,0.0,3.010054230679711,0.01078340702597556,-1.0,-0.4081348731608401,-0.9929159165823461,0.058052230400613,8.396210194436666,71.03934155463702,-1.0,-0.4081348731608401,785.498875031127,0.0,8.470354087906552,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,5,False
adrenal_gland,raw,ENSG00000238585.1,Y_RNA,0.1282051282052068,290.8275407351121,-0.9938060491392521,0.002105392200976029,6.358974358981635,335.1737623984303,0.0,4.160540400919927,0.00017759059860312975,-1.0,-0.4948204333166267,-0.994168583148048,0.045794391225036,8.242254369562247,70.6952846468917,-1.0,-0.4948204333166267,285.3486878899034,0.0,0.05067524429298481,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,4,False
artery_aorta,raw,ENSG00000238585.1,Y_RNA,0.05721656799251233,431.55619155696803,-0.9888028134227669,0.010201485435050554,1341.6952299850852,122.84990702644421,0.0,1.552245819372365,0.30122857326466856,-1.0,-0.1026201529166764,-0.9940605545479725,0.06535767042415684,11.259561808525262,128.79334537487492,-1.0,-0.1026201529166764,429.4692340030593,0.0,129.3684046198114,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,4,False
artery_coronary,raw,ENSG00000238585.1,Y_RNA,0.10256410256207697,295.3953091742055,-0.9898879900129383,0.004709558244028164,3.5897435898345558,277.87310874218394,0.0,3.0364932177425303,0.01020021782948412,-1.0,-0.0645259196092895,-0.9909072655048518,0.0783989129535406,9.404830727443407,93.61697469127162,-1.0,-0.0645259196092895,288.1597929169898,0.0,2.9392926574523504,268,True
artery_tibial,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,6,False
artery_tibial,raw,ENSG00000238585.1,Y_RNA,-0.6297670985895152,624.7252119696514,-0.9911285307811093,0.008733434399782513,3820.3370410884954,114.03743409529729,0.0,1.4365656754510336,0.357698248823825,-1.0,-0.2868936992896165,-0.9951514838110115,0.05251781071319399,11.014639149587211,122.44704607899718,-1.0,-0.2868936992896165,622.3589091315143,0.0,222.61669193624837,691,True
bladder,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,0,False
bladder,raw,ENSG00000238585.1,Y_RNA,0.0,77.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,,,-1.0,-1.0,-1.0,0.0,,,,-1.0,6.288505735813509e-188,0.0,,77,True
brain_amygdala,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,1,False
brain_amygdala,raw,ENSG00000238585.1,Y_RNA,0.02564102563194714,200.53031559005464,-0.9974778344254671,0.0011966555336287083,0.9743589743771749,272.6825654203652,0.0,2.980708033195388,0.01205560070906846,-1.0,-0.7667438706761741,-0.9987112921031833,0.017337791550267177,13.341872265748748,176.0055555555557,-1.0,-0.7667438706761741,195.75838781486758,0.0,2.3599849589470834,181,True
brain_anterior_cingulate_cortex_ba24,excluded_at_or_below_-1,ENSG00000238585.1,Y_RNA,,,,,,,,,,,,,,,,,,,,,1,False
