tissue,table,gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
adipose_subcutaneous,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,1,False
adipose_subcutaneous,raw,ENSG00000308659.1,ENSG00000308659,2.541230278125198,677.8509391348964,-0.9989481378478473,0.0010926819637905008,1560.1122152263576,110.16617386323695,0.0,-1.0,-0.913829033914088,-0.9998793123724288,0.003224867355789403,26.66460955132378,709.0014025245464,-0.913829033914088,676.7095878020181,0.0,714,True
adipose_visceral_omentum,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
adipose_visceral_omentum,raw,ENSG00000308659.1,ENSG00000308659,0.0,587.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,4.793964762237051e-187,0.0,587,True
adrenal_gland,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
adrenal_gland,raw,ENSG00000308659.1,ENSG00000308659,0.05128205127913997,332.4102063573817,-0.998902705614911,0.0005096132964567426,1.8974358984008988,280.7795675150898,0.0,-1.0,-0.8977235027094067,-0.9993676259459465,0.007702944455719292,12.189721895614973,147.9182287317641,-0.8977235027094067,325.69141615821826,0.0,295,True
artery_aorta,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
artery_aorta,raw,ENSG00000308659.1,ENSG00000308659,0.0,472.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,3.8547723471480207e-187,0.0,472,True
artery_coronary,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
artery_coronary,raw,ENSG00000308659.1,ENSG00000308659,0.0,268.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.1887266716857407e-187,0.0,268,True
artery_tibial,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
artery_tibial,raw,ENSG00000308659.1,ENSG00000308659,0.0,691.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,5.643321381100175e-187,0.0,691,True
bladder,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
bladder,raw,ENSG00000308659.1,ENSG00000308659,0.0,77.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,6.288505735813509e-188,0.0,77,True
brain_amygdala,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_amygdala,raw,ENSG00000308659.1,ENSG00000308659,0.0,181.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,1.478207192444474e-187,0.0,181,True
brain_anterior_cingulate_cortex_ba24,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
brain_anterior_cingulate_cortex_ba24,raw,ENSG00000308659.1,ENSG00000308659,0.05128205128176485,259.73316308618666,-0.99933652956143,0.0002937610823040481,1.8974358991647102,291.10502370470937,0.0,-1.0,-0.9388680620662212,-0.9995781518388988,0.004677725042359797,11.534996177475065,136.29275411585277,-0.9388680620662212,252.04343178514958,0.0,233,True
brain_caudate_basal_ganglia,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_caudate_basal_ganglia,raw,ENSG00000308659.1,ENSG00000308659,0.0,300.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.450067169797471e-187,0.0,300,True
brain_cerebellar_hemisphere,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
brain_cerebellar_hemisphere,raw,ENSG00000308659.1,ENSG00000308659,0.051282051251113354,309.2903559949169,-0.9991828742668629,0.00038085659412466505,1.8974358988182158,278.5145839504228,0.0,-1.0,-0.9241771476357236,-0.9995147821393824,0.005747021216165897,11.926068480413262,142.36011662868705,-0.9241771476357236,302.2887314339898,0.0,277,True
brain_cerebellum,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
brain_cerebellum,raw,ENSG00000308659.1,ENSG00000308659,0.05128205091416209,298.9638732810406,-0.9987452331520463,0.0006123914965867488,1.8974358980709738,268.8467270323991,0.0,-1.0,-0.8823275619457613,-0.9991689576080878,0.009586058957360625,11.474639622994886,130.21969575060285,-0.8823275619457613,294.3852867471092,0.0,266,True
brain_cortex,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_cortex,raw,ENSG00000308659.1,ENSG00000308659,0.0,270.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.2050604528177237e-187,0.0,270,True
brain_frontal_cortex_ba9,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_frontal_cortex_ba9,raw,ENSG00000308659.1,ENSG00000308659,0.0,269.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.196893562251732e-187,0.0,269,True
brain_hippocampus,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,1,False
brain_hippocampus,raw,ENSG00000308659.1,ENSG00000308659,0.025641025639484456,325.5055455034694,-0.9958921764165005,0.0011890620885927287,0.9743589743620534,329.6078419567489,0.0,-1.0,-0.7187599246822061,-0.9988970977438518,0.017611936679061954,15.874631869995424,250.0039370078741,-0.7187599246822061,322.32531041013516,0.0,255,True
brain_hypothalamus,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
brain_hypothalamus,raw,ENSG00000308659.1,ENSG00000308659,0.051285227362247034,280.3881268876025,-0.9986262221355884,0.00015681334406438972,1.897435897829309,1013.6504065043287,0.0,-1.0,-0.8862288345094634,-0.999229470963716,0.008814530823798685,11.570731418802065,134.4760325087545,-0.8862288345094634,258.9444769170282,0.0,257,True
brain_nucleus_accumbens_basal_ganglia,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_nucleus_accumbens_basal_ganglia,raw,ENSG00000308659.1,ENSG00000308659,0.0,285.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.3275638113075975e-187,0.0,285,True
brain_putamen_basal_ganglia,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_putamen_basal_ganglia,raw,ENSG00000308659.1,ENSG00000308659,0.0,254.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.0743902037618585e-187,0.0,254,True
brain_spinal_cord_cervical_c-1,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_spinal_cord_cervical_c-1,raw,ENSG00000308659.1,ENSG00000308659,0.0,204.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,1.6660456754622802e-187,0.0,204,True
brain_substantia_nigra,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
brain_substantia_nigra,raw,ENSG00000308659.1,ENSG00000308659,0.0,183.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,1.4945409735764572e-187,0.0,183,True
breast_mammary_tissue,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,4,False
breast_mammary_tissue,raw,ENSG00000308659.1,ENSG00000308659,-0.6063186871830994,471.53478154871215,-0.998444539256245,0.001670858792693044,1697.4737613315801,105.70134014130966,0.0,-1.0,-0.8735609868186733,-0.9992102523688746,0.009113770801549077,11.87190400551099,143.34972930728054,-0.8735609868186733,470.5115521145647,0.0,514,True
cells_cultured_fibroblasts,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
cells_cultured_fibroblasts,raw,ENSG00000308659.1,ENSG00000308659,2.4233678755572687,600.0140609089926,-0.9979835596997001,0.0020550560547951827,2670.963004265536,110.82204583419629,0.0,-1.0,-0.8369431607417166,-0.9995801726490873,0.007712239642721468,18.907770463926934,365.5098729756207,-0.8369431607417166,598.2681742952103,0.0,652,True
cells_ebv-transformed_lymphocytes,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,1,False
cells_ebv-transformed_lymphocytes,raw,ENSG00000308659.1,ENSG00000308659,0.025641025421838926,369.22543928114646,-0.9987780363942329,0.0006303480307796269,0.9743589765825825,256.5149581027513,0.0,-1.0,-0.8844433255643773,-0.9996466156745087,0.006390298698139141,18.000085207705602,322.0030674846621,-0.8844433255643773,365.38354110129876,0.0,327,True
cervix_ectocervix,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
cervix_ectocervix,raw,ENSG00000308659.1,ENSG00000308659,0.0,24.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,1.9600537358379766e-188,0.0,24,True
cervix_endocervix,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
cervix_endocervix,raw,ENSG00000308659.1,ENSG00000308659,0.0,23.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,1.878384830178061e-188,0.0,23,True
colon_sigmoid,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
colon_sigmoid,raw,ENSG00000308659.1,ENSG00000308659,0.0,419.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,3.4219271471504676e-187,0.0,419,True
colon_transverse,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
colon_transverse,raw,ENSG00000308659.1,ENSG00000308659,0.05128205128183821,510.9171544834163,-0.9987417274787523,0.0005199503089506036,1.8974358985976996,300.04306227280046,0.0,-1.0,-0.888427778385065,-0.9996235288213945,0.0059825516498372856,16.574252067153584,282.98255626325584,-0.888427778385065,507.00657630652364,0.0,479,True
esophagus_gastroesophageal_junction,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
esophagus_gastroesophageal_junction,raw,ENSG00000308659.1,ENSG00000308659,0.05128201478069053,446.5917709193777,-0.9977686496316308,0.0010631438096227904,1.8974359153037283,271.6347148890507,0.0,-1.0,-0.7935655693497867,-0.9992471248558912,0.011350449936882036,16.33748079258874,278.77372443510984,-0.7935655693497867,436.14576801741583,0.0,403,True
esophagus_mucosa,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
esophagus_mucosa,raw,ENSG00000308659.1,ENSG00000308659,0.0,614.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,5.014470807518823e-187,0.0,614,True
esophagus_muscularis,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
esophagus_muscularis,raw,ENSG00000308659.1,ENSG00000308659,0.0,561.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,4.5816256075212706e-187,0.0,561,True
fallopian_tube,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
fallopian_tube,raw,ENSG00000308659.1,ENSG00000308659,0.0,29.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.368398264137555e-188,0.0,29,True
heart_atrial_appendage,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,3,False
heart_atrial_appendage,raw,ENSG00000308659.1,ENSG00000308659,-0.49503811009639137,423.81638523505796,-0.9991969328382876,0.000980934763854088,1606.0893920464098,96.297409358611,0.0,-1.0,-0.9324025822379156,-0.9996189724884296,0.004743064464913904,12.517339625719075,156.7718452568062,-0.9324025822379156,423.7406442063015,0.0,461,True
heart_left_ventricle,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,3,False
heart_left_ventricle,raw,ENSG00000308659.1,ENSG00000308659,0.07692307686224664,493.6857116686773,-0.9987992716528784,0.0005448203510867766,2.7692307706394277,281.1057180419588,0.0,-1.0,-0.8905043718789529,-0.9995276532573493,0.0061930353129590445,14.667999417523003,231.7427073917279,-0.8905043718789529,483.4517750723955,0.0,452,True
kidney_cortex,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
kidney_cortex,raw,ENSG00000308659.1,ENSG00000308659,0.0,104.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,8.493566188631232e-188,0.0,104,True
kidney_medulla,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
kidney_medulla,raw,ENSG00000308659.1,ENSG00000308659,0.0,11.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,8.983579622590726e-189,0.0,11,True
liver,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
liver,raw,ENSG00000308659.1,ENSG00000308659,0.0,262.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,2.1397253282897912e-187,0.0,262,True
lung,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
lung,raw,ENSG00000308659.1,ENSG00000308659,0.0,604.0,-0.9875,1.0001e-06,0.0,-17675.90193946968,0.0,-1.0,-1.0,-1.0,0.0,,,-1.0,4.932801901858908e-187,0.0,604,True
minor_salivary_gland,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,1,False
minor_salivary_gland,raw,ENSG00000308659.1,ENSG00000308659,0.025646285504270516,204.4160107259069,-0.9990554323331537,0.00011147500769516116,0.9743589754379547,987.0410167521327,0.0,-1.0,-0.9212521868648744,-0.9995649292091983,0.005853278853310455,13.341872265748774,176.0055555555561,-0.9212521868648744,194.9225733071404,0.0,181,True
muscle_skeletal,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,5,False
muscle_skeletal,raw,ENSG00000308659.1,ENSG00000308659,2.602201411818339,751.7696926395646,-0.9965196899314114,0.0025774304246668454,3683.2617765822056,150.95564443352862,0.0,-1.0,-0.7214002305441868,-0.9991005289800357,0.012726650429282171,16.838785855372812,317.82667806966765,-0.7214002305441868,746.0850642974705,0.0,818,True
nerve_tibial,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,6,False
nerve_tibial,raw,ENSG00000308659.1,ENSG00000308659,-0.6871581526704851,608.2387531424392,-0.9984335008321694,0.0019337900892292946,4122.317487274122,95.36631606157017,0.0,-1.0,-0.8680299735624175,-0.9991218428428977,0.00937698854068631,10.917575885142579,121.31952596400613,-0.8680299735624175,608.1428871436418,0.0,670,True
ovary,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,2,False
ovary,raw,ENSG00000308659.1,ENSG00000308659,0.051282051077002476,213.8718335269332,-0.9978847568760221,0.0010972066358368874,1.8974358991159013,253.47839654996693,0.0,-1.0,-0.8012255067206024,-0.9984736851396026,0.015850890204504076,11.160328763841504,129.0951120884477,-0.8012255067206024,211.14976039556538,0.0,193,True
pancreas,excluded_at_or_below_-1,ENSG00000308659.1,ENSG00000308659,,,,,,,,,,,,,,,,,0,False
