gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
ENSG00000252633.1,RN7SKP282,,,,,,,,,,,,,,,,,0,False
ENSG00000252472.1,RNU6-521P,,,,,,,,,,,,,,,,,0,False
ENSG00000295056.1,ENSG00000295056,,,,,,,,,,,,,,,,,2,False
ENSG00000275280.1,ENSG00000275280,,,,,,,,,,,,,,,,,1,False
ENSG00000238073.1,RBMY2HP,,,,,,,,,,,,,,,,,2,False
ENSG00000223422.1,ENSG00000223422,,,,,,,,,,,,,,,,,0,False
ENSG00000236435.1,TSPY12P,,,,,,,,,,,,,,,,,1,False
ENSG00000236690.2,ENSG00000236690,,,,,,,,,,,,,,,,,0,False
ENSG00000290323.2,TTTY16,,,,,,,,,,,,,,,,,2,False
ENSG00000234795.11,RFTN1P1,,,,,,,,,,,,,,,,,3,False
ENSG00000298447.1,ENSG00000298447,,,,,,,,,,,,,,,,,1,False
ENSG00000237048.5,TTTY12,,,,,,,,,,,,,,,,,0,False
ENSG00000278854.1,ENSG00000278854,,,,,,,,,,,,,,,,,0,False
ENSG00000215603.4,ZNF92P1Y,,,,,,,,,,,,,,,,,0,False
ENSG00000273863.1,ENSG00000273863,,,,,,,,,,,,,,,,,0,False
ENSG00000244246.1,ZNF736P8Y,,,,,,,,,,,,,,,,,0,False
ENSG00000229745.1,BPY2DP,,,,,,,,,,,,,,,,,0,False
ENSG00000241200.1,ZNF736P7Y,,,,,,,,,,,,,,,,,0,False
ENSG00000293305.2,ENSG00000293305,,,,,,,,,,,,,,,,,3,False
ENSG00000239893.4,ZNF736P9Y,,,,,,,,,,,,,,,,,0,False
ENSG00000227204.1,RBMY2JP,,,,,,,,,,,,,,,,,1,False
ENSG00000299821.1,ENSG00000299821,,,,,,,,,,,,,,,,,1,False
ENSG00000299844.1,ENSG00000299844,,,,,,,,,,,,,,,,,0,False
ENSG00000225809.1,RBMY2KP,,,,,,,,,,,,,,,,,0,False
ENSG00000215601.3,TSPY24P,,,,,,,,,,,,,,,,,0,False
ENSG00000224634.1,ZNF736P6Y,,,,,,,,,,,,,,,,,0,False
ENSG00000223955.1,MTND6P1,,,,,,,,,,,,,,,,,0,False
ENSG00000234179.1,MTCYBP1,,,,,,,,,,,,,,,,,0,False
ENSG00000226529.1,MTND1P1,,,,,,,,,,,,,,,,,0,False
ENSG00000234850.1,MTND2P3,,,,,,,,,,,,,,,,,0,False
ENSG00000303338.1,ENSG00000303338,,,,,,,,,,,,,,,,,0,False
ENSG00000227830.1,TRIM60P3Y,,,,,,,,,,,,,,,,,1,False
ENSG00000216824.2,ZNF736P10Y,,,,,,,,,,,,,,,,,0,False
ENSG00000275866.1,ENSG00000275866,,,,,,,,,,,,,,,,,0,False
ENSG00000286217.3,LINC00279,0.2894737629341671,9.469234172571968,-0.9947313019461754,8.884240020347157e-05,11.81579158679459,112.2182857294847,0.0,-0.9973752414485446,-0.987681629876706,-0.9946359421686712,0.0024911820812905604,1.4935687087285305,2.0863904051316355,-0.987681629876706,9.424523547182455,0.0,15,True
ENSG00000309700.1,ENSG00000309700,,,,,,,,,,,,,,,,,0,False
ENSG00000233699.3,TTTY18,,,,,,,,,,,,,,,,,1,False
ENSG00000232419.1,TTTY19,,,,,,,,,,,,,,,,,0,False
ENSG00000309903.1,ENSG00000309903,,,,,,,,,,,,,,,,,0,False
ENSG00000290381.2,TTTY11,,,,,,,,,,,,,,,,,0,False
ENSG00000228207.1,ENSG00000228207,,,,,,,,,,,,,,,,,0,False
ENSG00000173357.13,ENSG00000173357,,,,,,,,,,,,,,,,,0,False
ENSG00000301122.1,ENSG00000301122,,,,,,,,,,,,,,,,,4,False
